Date,U,CC,delT,AirT,Humidity,Prec(mm/d),swr(w/m2),inflow(m3/s),Ice_d,days from iceoff,MLD,W,thermD,NOX,O2,PO4,TotP,NH4,Si,Chl
2018-04-04,3.760208333333333,0.9958333333333332,-1.095241111111111,1.7783333333333335,97.16666666666669,3.8,184.5,1.201,101,-17.0,-21.0,0.0858515345918751,-11.7212,7.236314393020677,380.3299250945825,0.7863148258762357,1.3584973212100948,0.6106411514905004,47.636910174156775,4.068835648419041
2018-04-05,2.3633333333333337,1.0,-1.0953222222222223,3.025416666666666,100.0,1.8999999999999992,121.5,1.146,101,-16.0,-21.0,0.0094728984447577,-11.6659,7.231023741605962,384.7397158796884,0.7402333178750548,1.3186733833262723,0.5878939623294885,47.80799739623131,4.317415307491507
2018-04-06,6.036625000000001,0.7833333333333332,-1.0948377777777776,1.83625,94.16666666666669,0.8999999999999998,248.1,1.276,101,-15.0,-21.0,0.0071728202753487,-10.9954,7.68107541276101,392.3639712620491,0.6878939688884721,1.278820666889642,0.5800519510387675,47.41990391972638,4.274910247636372
2018-04-07,2.7533333333333334,0.4291666666666665,-1.0368833333333332,2.547083333333333,70.58333333333333,0.0,563.1,1.641,101,-14.0,-21.0,0.0007534597116155,-11.6778,8.3249467114429,402.04295796278745,0.629098651976277,1.2330155072312274,0.5722321262536958,47.68216520074502,4.506712871724885
2018-04-08,1.294875,0.8624999999999999,-1.0025855555555552,4.1625,73.375,0.0,409.7,1.986,101,-13.0,-21.0,0.016651803962503,-11.4785,8.455178924911186,400.7439395615762,0.611912219924195,1.1892460765919797,0.5545275822773826,47.7728222532415,4.627881232442157
2018-04-09,3.595375,0.8708333333333332,-0.8884488888888888,1.32625,92.70833333333331,3.2999999999999985,259.9,2.336,101,-12.0,-21.0,0.0252540191145639,-12.3211,8.49710947588924,398.3146307838143,0.5871254725360592,1.1653729487378481,0.49463949545645225,48.40218403803783,4.696084639845479
2018-04-10,4.599708333333333,0.1958333333333333,-0.8240799999999997,1.310416666666667,70.625,0.0,664.0,2.876,101,-11.0,-21.0,0.0039182107494885,-11.747,8.448380906378276,399.7323181920005,0.5499092488073493,1.1301863586934102,0.47606773957756926,48.37105536629495,4.945848835486382
2018-04-11,1.7923333333333336,0.0,-0.7361677777777782,1.2783333333333335,75.58333333333333,0.0,654.4,3.449,101,-10.0,-21.0,0.0012989491181474,-14.5,8.675696953032565,398.4674961393919,0.5141810114033866,1.0960133004795842,0.4661180638889411,48.85195452661181,4.971124777659267
2018-04-12,2.231333333333333,0.0,-0.6313788888888894,2.6025000000000005,68.5,0.0,672.3,3.834,101,-9.0,-21.0,0.0254686619032755,-13.8177,8.826918753378838,398.6524357212162,0.47503029683289716,1.061197125541544,0.46002079098757476,49.24105415569157,5.134676749936167
2018-04-13,2.7689166666666662,0.0,-0.5002444444444447,3.6183333333333336,61.25,0.0,640.3,4.056,101,-8.0,-21.0,0.0568402439376191,-15.0,8.508677151716865,398.538567304072,0.43960911052032436,1.0455643943610295,0.4488077983061206,49.903390388447534,5.560883800212233
2018-04-14,2.1873750000000003,0.0,-0.4063366666666668,5.914583333333334,66.29166666666667,0.0,644.7,4.2330000000000005,101,-7.0,-21.0,0.0149386506786275,-15.0,8.33225795876353,397.5710464716425,0.41762521193572877,1.0357641796047232,0.4369778953332259,50.02183797005267,5.714116492493714
2018-04-15,1.4385416666666666,0.5833333333333334,-0.2327655555555554,2.39,82.29166666666667,0.0,379.4,4.436,101,-6.0,-21.0,0.0088804898130892,-15.0,8.216013162036862,398.3872803275852,0.40606100325904976,1.0225673620607372,0.4299985517053995,50.230842015741636,5.901270916393878
2018-04-16,1.1954999999999998,0.4208333333333334,-0.1675655555555555,3.11,74.29166666666667,0.0,572.9,4.383,101,-5.0,-21.0,0.0988281221834028,-15.0,7.934589088580204,399.2920777904836,0.3940472653090894,1.0296647972413924,0.43655071545823265,50.358132050209825,6.49776417471336
2018-04-17,1.7253333333333332,0.0999999999999999,-0.0350699999999997,4.119583333333333,77.25,0.0,599.4,4.175,101,-4.0,-21.0,0.0,-15.0,7.583798145050709,396.7400216639954,0.4079610834581256,1.0427136947372533,0.4310658427089364,50.647309925053946,6.819622039115073
2018-04-18,4.230083333333334,0.4375,0.0851899999999998,4.732083333333334,86.625,0.2,386.2,3.864,101,-3.0,-21.0,0.0393290322833233,-15.0,6.778763492132005,399.5436716766737,0.43421559681769617,1.066589377991716,0.4266507894525003,50.28373603523033,7.298220047033165
2018-04-19,3.338000000000001,0.0291666666666666,0.1286588888888884,8.042916666666665,70.91666666666667,0.0,648.5,3.536,101,-2.0,-21.0,0.0028399549191155,-15.0,6.3746251778477285,403.239570272476,0.42526330930403294,1.1007628840381272,0.4227868261635,50.40415460595979,7.777420097216004
2018-04-20,4.848999999999999,0.2208333333333333,0.2928377777777782,9.49375,66.95833333333333,0.0,634.0,3.217,101,-1.0,-21.0,0.0,-15.0,6.7337225406065215,404.154795345088,0.4004587444723069,1.1129878325406783,0.4228235728400554,50.03558297010523,8.337912786138707
2018-04-21,6.188583333333334,0.3499999999999999,0.4854233333333329,8.635833333333332,60.583333333333336,0.0,669.8,2.917,101,0.0,-21.0,0.0032923256161372,-14.5,6.119485170710326,407.04966331217537,0.3770377242617523,1.1262294522261438,0.41887396395852383,49.56308575364825,8.984613362699516
2018-04-22,3.875458333333334,0.1666666666666666,0.0939144444444441,6.358749999999998,68.375,0.0,561.0,2.637,101,1.0,-21.0,0.0014507204535041,-15.0,6.000609028891986,413.6042414255245,0.364920237575717,1.1317608392856788,0.4149616233946417,49.27090849609282,9.517762166750048
2018-04-23,4.037958333333333,0.7083333333333334,-0.0308788888888891,4.400833333333333,86.83333333333333,1.0,536.3,2.382,101,2.0,-21.0,0.0078304404921459,-15.0,6.228401894865398,417.40452054180474,0.3767827277719867,1.1429616320249114,0.4110381624770985,49.02605835799866,9.954317570022068
2018-04-24,5.216375,0.9166666666666666,-0.0135777777777774,7.857499999999998,80.75,0.2999999999999999,723.5,2.156,101,3.0,-21.0,0.0015587420109228,-15.0,5.601230539930033,424.5611291871698,0.3462606470871766,1.1815109508782502,0.40355195051292453,48.347806001287594,10.787262421400001
2018-04-25,4.100416666666667,0.7458333333333332,0.0647066666666669,6.874583333333334,83.79166666666667,5.099999999999998,717.5,1.955,101,4.0,-21.0,0.0021179291348253,-15.0,5.586819475463349,428.73579733821776,0.2954652960796213,1.1939985454865827,0.40670121389286734,48.653688378752896,11.426612843723031
2018-04-26,2.2630833333333333,0.6958333333333334,0.2033300000000002,6.329583333333333,84.75,1.0,590.5,1.777,101,5.0,-21.0,0.014708778041047,-15.0,5.043648255200037,431.4677836678646,0.32225808080315754,1.211585910874268,0.4101203911883937,48.877085655173516,12.089672379990764
2018-04-27,3.1464583333333334,0.7250000000000001,0.5819477777777777,6.290833333333332,85.29166666666667,1.3999999999999997,566.7,1.615,101,6.0,-21.0,0.2671514204154783,-3.4133,3.7804466651673434,438.8323054131739,0.34079514433130254,1.210347332077134,0.4152331958534603,49.53204590078012,12.500818439344867
2018-04-28,2.4040833333333333,0.4583333333333333,0.9415611111111106,7.214583333333333,78.625,0.5999999999999998,715.2,1.469,101,7.0,-21.0,0.2975041528981941,-3.5161,3.2875696941829493,443.65617075680683,0.3298985638422764,1.2013577170425747,0.42237405201261413,49.13874769071243,13.076703061457865
2018-04-29,1.4728333333333337,0.6833333333333332,1.257810000000001,7.227499999999998,86.70833333333333,0.0,424.2,1.339,101,8.0,-13.83103670484689,0.3962591272350899,-1.5,2.226989055694658,442.9425918180365,0.3099350341532932,1.1847489204399022,0.44443359788797837,48.57604806704611,13.401776686426325
2018-04-30,3.337375,0.6541666666666667,1.4284999999999988,6.275000000000001,78.54166666666667,5.099999999999998,519.5,1.217,101,9.0,-3.896111490116739,0.3024748430613614,-2.2284,1.1438164250456868,445.2718867883294,0.25199137892825274,1.1629321713677483,0.45613647756473746,48.11247787080772,13.032217410649992
2018-05-01,3.7686666666666655,0.7583333333333336,1.6974744444444445,6.477916666666668,93.89583333333331,2.399999999999999,314.7,1.111,101,10.0,-13.14783735515156,0.3424390164456276,-3.061,0.7235181264565764,447.6518571305801,0.23901715940679832,1.1341280432050511,0.4666902569949492,47.97670702824269,12.768417651566
2018-05-02,3.9960416666666654,0.8041666666666666,0.610637777777777,7.8075,86.41666666666667,0.0,344.0,1.037,101,11.0,-21.0,0.5063896278749324,-1.5,0.4775734496118953,448.2619681498808,0.22458697324236612,1.1097785757421685,0.4796644193682324,47.10290496032178,12.638455361253264
2018-05-03,3.210875,0.6,0.626231111111113,6.499166666666667,90.25,3.2999999999999985,559.3,0.982,101,12.0,-21.0,0.0340814297540061,-14.5,0.5469419256268323,450.2127898936946,0.1771212541163041,1.0964747091076361,0.47913244229739876,45.951661131855694,12.608019303219768
2018-05-04,4.276458333333333,0.7749999999999999,0.5477466666666659,7.4141666666666675,80.95833333333333,0.0,741.0,0.958,101,13.0,-21.0,0.0415843825336732,-14.5,0.5428517772105613,450.82464167802215,0.1378478058797057,1.066521867140811,0.46497234187349645,44.58775638705231,12.726360175511791
2018-05-05,2.183583333333333,0.0166666666666666,0.4452011111111105,10.9075,68.3125,0.0,731.2,0.985,101,14.0,-21.0,0.0614034013954792,-3.2873,0.5731886474624746,450.34650319780224,0.13221903879932417,1.0339500394431422,0.4634143403111478,44.30338187766595,12.477807408368422
2018-05-06,3.917708333333333,0.1333333333333333,1.1401777777777786,13.66916666666667,75.16666666666667,0.0,790.9,1.004,101,15.0,-6.552298039176307,0.3444288406039786,-1.5,0.6178138460264153,449.41595414401763,0.10228299285517685,0.9860380238602767,0.47059497136194306,43.91508424096279,12.323744900366448
2018-05-07,4.341833333333332,0.0083333333333333,2.765036666666666,14.911666666666669,62.708333333333336,0.0,750.5,1.016,101,16.0,-6.510677689223975,0.1527881654295039,-2.7344,0.6033914938558713,447.9625177971995,0.08500530725908052,0.9316352697319691,0.47021088888330087,43.4868471407964,12.147492510695143
2018-05-08,2.278458333333333,0.0708333333333333,2.6771288888888893,14.19375,65.95833333333333,0.0,728.4,1.002,101,17.0,-7.04414579711921,0.2332044194796024,-3.789,0.6184702377024041,446.6969437922199,0.07268481128724956,0.8852768017058966,0.48088917699576283,43.0491280088274,11.945688397857841
2018-05-09,3.2392916666666665,0.0291666666666666,2.640034444444444,11.783333333333331,63.875,0.0,742.1,0.978,101,18.0,-4.328121988366769,0.8308901327378853,-13.6563,0.49120668668446055,448.27642691264515,0.06721930048767052,0.8464299657911081,0.46821487413687085,42.68392129046465,11.442935667424035
2018-05-10,3.4415,0.0,2.576953333333334,11.46958333333333,67.79166666666667,0.0,743.7,0.955,101,19.0,-3.558260542764902,0.3895992066897508,-5.5324,0.37899838270897745,447.54466639414125,0.055950927582317185,0.786472880138627,0.4704793713006028,42.153248181008635,10.389526284674941
2018-05-11,3.624541666666666,0.075,2.0433755555555573,13.945,66.45833333333333,0.0,726.5,0.93,101,20.0,-4.128205302884299,0.5250143613120926,-3.2137,0.35245927225612916,444.9242735608055,0.05245981898403502,0.7666694896378867,0.4927733941537942,42.05628407863226,9.338330540389189
2018-05-12,2.795041666666666,0.0041666666666666,2.3171777777777782,15.145833333333334,66.375,0.0,716.9,0.903,101,21.0,-4.079405291336214,0.5921379479891864,-6.7171,0.3217988226172695,442.80631164210337,0.04591304361604411,0.7567781138585643,0.506505310966896,42.48657361867443,8.449455658092845
2018-05-13,1.6663333333333334,0.0,3.0165288888888897,14.370416666666666,65.83333333333333,0.0,756.6,0.882,101,22.0,-3.447793915465624,0.9109016505804206,-7.3288,0.30193208503896,441.5077138621003,0.03762190775348678,0.7613221634046455,0.5071723586712624,42.59515284689532,7.77627559270992
2018-05-14,2.4192083333333336,0.0,3.7767166666666654,15.27041666666667,62.020833333333336,0.0,753.0,0.862,101,23.0,-2.54889810307109,1.8046938555786176,-1.5,0.2895397214777687,438.0812170757409,0.037499941457966576,0.7619881199972574,0.5383313550885717,43.13045479056721,7.404731652661677
2018-05-15,1.88575,0.0,4.781998888888887,15.822500000000003,60.91666666666666,0.0,751.8,0.842,101,24.0,-1.728184284877444,0.5094888751219363,-3.2452,0.26510881708827483,436.0525358164826,0.03625010280481262,0.7631023140828113,0.5552803280548078,43.64718922338482,6.713403300847371
2018-05-16,2.376583333333334,0.0416666666666666,5.774151111111113,17.291666666666664,59.54166666666666,0.0,729.4,0.8240000000000001,101,25.0,-2.115219976159236,1.52955509996223,-8.617,0.2532424162963913,428.0293222747053,0.0356128907320696,0.7426181594383255,0.5856691569773282,44.38655114262321,6.345714894280701
2018-05-17,7.1924166666666665,0.8750000000000001,7.192149999999999,10.39125,63.25,0.0,233.2,0.8049999999999999,101,26.0,-1.710153650643128,0.613039386051911,-8.3182,0.2435736927030559,417.2913525247296,0.03252764720644372,0.7241625092652495,0.604871416044796,44.80568644314287,6.494756075378874
2018-05-18,5.859541666666666,0.0791666666666666,4.869643333333332,11.07,55.083333333333336,0.0,791.2,0.785,101,27.0,-7.123549020217239,0.4626501998798253,-8.2549,0.25990283840104833,406.8765713225777,0.031798834688227605,0.6933897510316107,0.6067039078926684,45.066022120707906,6.353080233678116
2018-05-19,2.723541666666667,0.0,6.218529999999999,13.837083333333332,55.583333333333336,0.0,788.4,0.763,101,28.0,-9.114535240037611,0.8506028610195345,-8.801,0.2867910959514418,394.62265229454187,0.03227648326548172,0.6482252469890113,0.6121582948152928,44.79910415585441,5.788829368938283
2018-05-20,3.8519166666666673,0.0,6.745593333333335,17.37625,51.875,0.0,779.3,0.747,101,29.0,-8.480072865880361,5.409593389325313,-8.1771,0.3325851814893654,382.38369117158476,0.03246065506681759,0.6076876222036766,0.6119136056948628,45.45485332295761,5.2702994371841
2018-05-21,3.6636666666666673,0.0,7.407211111111112,18.054583333333337,56.25,0.0,808.0,0.728,101,30.0,-3.386979006470477,0.4054452148970227,-6.535,0.35746039874717583,375.1073005612633,0.03236434099261636,0.5745771464652156,0.5992634844836661,45.605578498718614,4.84875243424744
2018-05-22,2.2092916666666667,0.1458333333333333,7.912659999999999,16.332499999999992,62.625,0.0,754.5,0.698,101,31.0,-3.528099761889892,0.8375656234381207,-7.8588,0.3604430337557408,363.1040746658659,0.032838027849741595,0.531817537040715,0.5943197279416336,45.731025409581775,4.311504945050962
2018-05-23,4.573083333333334,0.0458333333333333,8.229733333333332,13.395833333333334,64.04166666666667,0.0,751.7,0.665,101,32.0,-2.218128432339251,1.1105500838872868,-5.3725,0.36016377763111634,356.2285301073219,0.032925968746368585,0.5132325570912257,0.5865334904336527,45.30416648328056,3.687970555687334
2018-05-24,2.2057083333333334,0.0416666666666666,7.37897888888889,14.111249999999998,50.04166666666666,0.0,775.2,0.631,101,33.0,-5.735133974785077,1.0311177789752004,-5.2032,0.4141158052555943,351.1242110893306,0.035491779501165714,0.4957363677022806,0.5888397905513834,45.236333912810565,2.9324513832988215
2018-05-25,2.5959583333333334,0.0,7.879780000000002,15.487083333333336,59.54166666666666,0.0,765.7,0.596,101,34.0,-5.7788118342939,7.326807242275808,-5.562,0.3958430416593709,346.4756897604967,0.043707083424158744,0.4902486957014562,0.5994569228153391,45.741357904152764,2.406818813514655
2018-05-26,1.6344583333333331,0.0,8.566917777777778,15.46375,58.583333333333336,0.0,785.2,0.5660000000000001,101,35.0,-2.217974085754492,0.905676335307068,-5.5196,0.35052243605903904,344.5939599809661,0.04338733065953992,0.49623998747017184,0.6126375487481254,46.01749165469298,2.2229192326892817
2018-05-27,4.430750000000001,0.0,8.608429999999998,13.95833333333333,56.25,0.0,783.3,0.535,101,36.0,-2.669075118747164,3.492871702312396,-3.8514,0.31087426484030395,344.0676067585377,0.04172628652958958,0.4965491881772063,0.6254777055389138,45.361742487589765,1.990207253800607
2018-05-28,2.4506666666666663,0.0,8.66305888888889,15.009999999999998,59.583333333333336,0.0,784.2,0.507,101,37.0,-4.951436418167826,1.1149789450306955,-4.4448,0.2835854869359789,339.30810323557034,0.04338638788628768,0.4971534734951338,0.6260700702173112,45.06870088166641,1.803340451262718
2018-05-29,1.336375,0.0,8.456234444444444,18.257916666666667,63.04166666666666,0.0,713.0,0.48,101,38.0,-5.182844050869234,6.128005453912792,-6.2365,0.30636969355939253,337.6612440009066,0.04255279392836166,0.4996886882883322,0.6467415739866427,45.2975911224684,1.8611390580745766
2018-05-30,3.8671666666666655,0.0249999999999999,9.12525,16.470000000000002,54.54166666666666,0.0,812.0,0.455,101,39.0,-3.026142090481847,7.723983544816997,-7.2613,0.3554391679827701,331.9386037692744,0.045751560875312514,0.5008983475173571,0.6494289958416619,45.95334028957159,1.9341074415397803
2018-05-31,3.152333333333333,0.0,9.813960000000002,14.894583333333332,58.29166666666666,0.0,797.0,0.432,101,40.0,-4.219884658609152,1.2880093175310627,-6.3618,0.2983663809204005,327.2724390171092,0.04567998867135611,0.5002706472730907,0.6561208884907895,45.9533402895716,1.8705795276786397
2018-06-01,2.911291666666667,0.1541666666666666,9.605873333333337,17.673333333333336,57.5,0.0,788.3,0.409,101,41.0,-4.746447408042716,3.697025735397653,-5.4821,0.30136164321622566,323.6836941729165,0.038169958178422544,0.494651913652884,0.667576944652977,46.1040654653326,1.8847247985175757
2018-06-02,2.35225,0.075,10.33435777777778,18.839583333333334,66.0,0.0,768.6,0.388,101,42.0,-4.679263442393627,4.638492276302071,-6.2377,0.2968166401076458,319.20113818921396,0.041143959304247205,0.48951849408559145,0.6639613333254707,46.48368088189559,1.9610683401943727
2018-06-03,1.989375,0.0916666666666666,10.851029999999998,20.7175,60.0125,0.0,762.3,0.369,101,43.0,-2.689853932699637,2.724271296822241,-5.4771,0.2874495286600502,316.20366819265075,0.047182974448810686,0.4960012698492348,0.6651052721557649,47.12856603950818,2.0813243446491185
2018-06-04,6.873,0.3041666666666666,11.408004444444444,15.868333333333334,50.02916666666667,0.0,827.0,0.351,101,44.0,-3.022038588046344,5.1193128979651785,-5.5277,0.3017394922052156,314.48088989579173,0.04321085924904229,0.5077298168067478,0.6760204569620515,47.49736887617702,2.163611781044525
2018-06-05,8.012333333333332,0.5583333333333333,11.068748888888894,10.469583333333333,49.083333333333336,0.0,782.5,0.333,101,45.0,-6.213998800606117,0.9917211585337856,-6.7754,0.29766038338880796,315.00096978450404,0.04165186410207566,0.5154990717130833,0.6585797216373316,46.841619709073825,2.1834915358921108
2018-06-06,3.8235833333333336,0.6375000000000001,10.027604444444442,10.025833333333331,62.66666666666666,0.0,680.6,0.318,101,46.0,-9.1509022837998,1.1441569911652285,-8.6779,0.2580154658733433,317.65940545356943,0.039058032192415264,0.5173017793134954,0.6580733495325582,46.25370311244061,2.1703911997697625
2018-06-07,4.632874999999999,0.5291666666666667,9.39651666666667,14.838749999999996,60.91666666666666,0.0,741.1,0.304,101,47.0,-9.5665772719029,5.091115473080575,-8.4321,0.27501293780832425,317.91591573183524,0.03778386108026196,0.5192766132446571,0.6660576682509977,46.297548888192715,2.256733984687905
2018-06-08,3.0624166666666657,0.1916666666666666,8.92425777777778,13.723333333333334,62.375,0.0,806.0,0.29,101,48.0,-9.477050054610478,3.266523519642889,-8.0554,0.29572524748891116,317.0856886615346,0.036827982538881775,0.5197760838644422,0.6609783058849309,45.64179972108951,2.294619385622443
2018-06-09,2.9875833333333333,0.0249999999999999,8.684812222222222,15.872916666666669,71.16666666666667,0.0,776.0,0.278,101,49.0,-9.16151987303374,11.064323053549645,-6.5392,0.3301951620333686,317.42968234139397,0.03769170051745354,0.5335899441928081,0.6689299222273292,45.51635281022635,2.3693936863279186
2018-06-10,3.064,0.3499999999999999,8.542213333333335,19.68916666666667,60.458333333333336,0.0,758.8,0.265,101,50.0,-5.693097923451701,4.899922209996897,-6.568,0.32059752347389364,316.2520390146331,0.03403651950145908,0.5404156226100528,0.675282519417782,45.51635281022636,2.4033232808391483
2018-06-11,2.73175,0.7041666666666666,9.021365555555557,17.237083333333334,80.375,0.0,571.3,0.254,101,51.0,-3.320138710915781,1.82326617546414,-8.5072,0.30722785633744226,314.05966973792596,0.03674207051122628,0.5395336084465727,0.6966984480275057,45.39785491357889,2.5084966552558776
2018-06-12,4.589249999999999,0.5750000000000001,9.899952222222224,14.345416666666669,72.5,0.0,800.0,0.245,101,52.0,-3.048484713990865,2.2122615574985507,-7.6158,0.30288723811351076,309.4948076363262,0.038472539551386534,0.5472268109601264,0.7191470086812576,45.3978549135789,2.5132618334533494
2018-06-13,1.7253333333333332,0.7458333333333332,9.727478888888896,13.660833333333334,68.64999999999999,1.1000000000000003,619.5,0.236,101,53.0,-5.914868049462245,1.809529099802779,-8.2455,0.2911735261458551,305.32728894117344,0.03567161703689212,0.5698716033399654,0.7519499100702328,45.39785491357889,2.532519257535939
2018-06-14,4.425958333333333,0.7375000000000002,9.755236666666663,16.436666666666664,71.64583333333333,0.0,768.0,0.227,101,54.0,-6.178065719554562,19.885014518180707,-6.6902,0.2961121510580457,303.8896368172042,0.04224176911821614,0.588098273585821,0.753702759387668,45.96702163902801,2.878091841648231
2018-06-15,6.453666666666667,0.3083333333333333,9.422604444444444,18.38958333333333,51.41666666666666,0.0,850.0,0.219,101,55.0,-6.633245480505003,2.377207003004373,-6.2552,0.2853537250977421,304.4426389575556,0.04368670453046524,0.6149329860377583,0.7576934030286723,46.580034140229245,3.053749139553456
2018-06-16,3.4693333333333345,0.3041666666666666,9.312706666666667,17.508333333333333,53.458333333333336,0.0,786.0,0.209,101,56.0,-9.083926201213274,2.129415078353762,-11.4299,0.306020368614878,303.6553973116466,0.044520942609691874,0.6236891593879214,0.7738957471459568,46.64494455199393,3.3335190958525405
2018-06-17,2.92075,0.5750000000000001,9.47838,16.062083333333334,73.94583333333334,3.1,819.0,0.201,101,57.0,-8.60760480374206,10.3285716634945,-8.5531,0.3306736583929804,303.01095509603834,0.04465830569877022,0.6393394613000746,0.788166024536296,46.61307189558257,3.4997953669975628
2018-06-18,6.127916666666667,0.8625000000000002,9.496203333333334,15.939166666666663,68.80416666666666,0.2,551.2,0.195,101,58.0,-5.131414877442654,4.945428787037852,-7.0014,0.31026126946245025,301.85573637692175,0.04285842622856456,0.6609239738469972,0.7817792416606072,46.77728892308413,3.6907260431732536
2018-06-19,9.308125,0.4833333333333333,8.454222222222223,16.834583333333335,58.04166666666666,0.1,774.2,0.187,101,59.0,-9.54066172166918,2.7216997675292176,-10.2737,0.3060599693086026,302.1411040975353,0.04333869761906265,0.6628614514183508,0.7845209379104918,47.39030142428535,4.202834364055652
2018-06-20,7.078375,0.375,5.324522222222219,14.78875,59.25,0.2,779.7,0.181,101,60.0,-12.41910733473147,1.6080469847029977,-8.7796,0.3354165926081864,302.8194530493374,0.04727389342884512,0.6639302228022219,0.7730487723682912,47.32246885381535,4.621744357270438
2018-06-21,2.552583333333333,0.9583333333333334,3.156044444444447,11.42375,96.83333333333331,15.300000000000006,271.8,0.175,101,61.0,-13.21586616618219,3.4521287948992434,-14.5,0.37775452257256914,303.1952276611184,0.05308781303328501,0.6521190537504447,0.7863197774956611,46.47310746976698,4.436608446481816
2018-06-22,6.3937083333333335,0.8458333333333333,6.103055555555555,12.157916666666669,81.75833333333333,1.7999999999999996,396.9,0.205,101,62.0,-13.08149860649895,32.390675516744466,-11.4011,0.38811714321049456,300.88417757669424,0.050291557154369074,0.6410627033717787,0.8023941586581096,45.90606100240034,4.589890896931457
2018-06-23,3.485583333333333,0.6916666666666668,4.6326888888888895,12.465833333333334,69.95833333333333,0.0,421.6,0.203,101,63.0,-14.16014258255325,4.098825562660708,-13.5179,0.35927715795790355,300.7429376204181,0.05174188676311893,0.6373228231016507,0.7947095722401042,45.07449945154847,4.459588805236563
2018-06-24,4.487166666666668,0.2583333333333333,4.820511111111108,14.113749999999998,65.66666666666667,0.0,804.0,0.197,101,64.0,-14.1687932539765,20.33990173469525,-12.1707,0.3948408166959621,300.7256787537277,0.05307955434315748,0.622179080973649,0.7772416882032509,44.157305497030094,4.577952589840573
2018-06-25,5.194791666666667,0.0958333333333333,4.505044444444447,15.805,66.64583333333333,0.0,835.0,0.225,101,65.0,-13.88496557614853,7.701133621474577,-10.2728,0.4893425514450908,302.0744887204,0.057850589616469675,0.6054260373786622,0.7691400158640614,43.96141508245649,4.348213536190046
2018-06-26,2.952916666666667,0.4583333333333334,4.551766666666667,15.290833333333332,69.75,0.0,681.3,0.237,101,66.0,-14.46803226600991,6.6405313273189135,-11.3103,0.5457287133032881,300.50425121621356,0.06712276717446616,0.603987991630471,0.7641978442733265,43.71762977737806,3.9178296679495417
2018-06-27,2.5043333333333333,0.0916666666666666,4.965188888888891,16.79125,67.58333333333333,0.0,764.0,0.227,101,67.0,-14.58207087883887,30.43000656426172,-10.9249,0.5876103752685837,299.69727465600135,0.07384510063612248,0.5894367332486693,0.7592476132287961,44.29114741751152,3.9113136808683087
2018-06-28,5.132041666666666,0.2249999999999999,5.273711111111114,20.83041666666667,60.4875,2.899999999999999,779.3,0.217,101,68.0,-4.150663206091562,3.800905750884403,-10.393,0.5211509974240018,301.0194845048309,0.06706481750880904,0.6019664072747328,0.744161144663611,45.11473685006909,3.910570671401321
2018-06-29,7.709291666666666,0.7333333333333335,5.512733333333332,13.554166666666667,63.1375,0.0,651.1,0.209,101,69.0,-5.01613787553956,0.9586511898633198,-13.4097,0.49926509774558925,303.72866887004994,0.07100936137516892,0.6054071127008428,0.7299290749850146,44.79920486540852,3.676087724101724
2018-06-30,6.589333333333332,0.0375,5.689233333333334,13.138333333333335,60.875,0.0,786.6,0.202,101,70.0,-14.5471877377825,3.2039598165588075,-12.6376,0.5324903618934773,304.0843056561759,0.07203098244204384,0.6078654969892664,0.7089311820794068,44.829713362678696,3.619800341220743
2018-07-01,6.581333333333333,0.0124999999999999,5.363222222222225,13.629166666666665,62.583333333333336,0.0,818.0,0.195,101,71.0,-15.60944617492667,4.835052871475286,-12.2709,0.5439853895636227,303.93334964932376,0.075724336128415,0.6113741884611159,0.6899640454935885,44.86131905324391,3.348199691632619
2018-07-02,5.279208333333334,0.5416666666666666,4.728533333333338,13.884166666666667,67.875,0.0,798.9,0.188,101,72.0,-16.28517616299085,4.950811524267162,-11.7807,0.50018293071003,303.37961682265956,0.0752200159494009,0.6107150863704316,0.6858413221223908,44.22479946617544,3.4511051169965112
2018-07-03,4.0065,0.8250000000000001,4.507811111111113,15.925000000000002,66.83333333333333,0.0,371.3,0.181,101,73.0,-17.14591933288878,8.562595760802559,-12.7455,0.47069512255387597,303.48866617930463,0.07180435715079046,0.6165430822053181,0.6914141158336997,44.20876164592851,3.4870963779254045
2018-07-04,5.111374999999998,0.0,4.317177777777777,16.705000000000002,61.583333333333336,0.0,812.0,0.175,101,74.0,-17.13818863076121,15.118592004932204,-13.3815,0.5025346641591925,304.18121664957164,0.07738542493776272,0.6291159749305556,0.6813760567024947,44.20876164592851,3.4220322540908867
2018-07-05,3.0315,0.2374999999999999,4.583966666666667,16.054166666666664,71.91666666666667,0.0,753.9,0.168,101,75.0,-17.55772168058117,9.658560435078028,-13.4799,0.5706439319445943,302.7088426240377,0.08158727410093125,0.6398912044162773,0.695187516875085,44.19503873635154,3.536720455570998
2018-07-06,4.266500000000001,0.1833333333333333,4.905199999999999,17.59291666666667,71.9375,0.0,806.0,0.162,101,76.0,-11.44928769179078,18.06185802371875,-13.6114,0.6417588905078605,301.8362910987757,0.0840436651051492,0.653412272475724,0.7113806358172473,45.03812232731098,4.146970698857458
2018-07-07,4.780958333333333,0.2583333333333333,5.074311111111115,17.004166666666666,62.625,0.0,816.0,0.156,101,77.0,-10.82068515531685,5.253569139375281,-13.5178,0.6603209907901143,302.62288132235756,0.08996292855538345,0.6687707307858144,0.737199732504962,45.612645723749495,4.546601936598359
