Date,thermD,MLD,swr,U,AirP,AirT,CC,Prec,RelHum,Inflow,W,delT,Ice_d,day_from_iceoff,NOX,O2,PO4-P,Tot-P,Si,NH4-N,Chl
2004-08-18,-8.0777,-7.209991123993515,417.6,2.958708333333333,1007.825,15.945833333333333,0.01,0.0,87.58333333333333,3.02972,25.382154346516792,12.698545455932615,79,148.0,890.8504967568597,8.988388605719082,8.191483146343325,31.301292120434482,2.070883279828701,13.199889136118511,12.506287269600307
2004-08-19,-8.411,-6.680011975928887,241.5,5.192083333333334,1004.7333333333332,17.087500000000002,0.01,1.2999999999999998,96.0,2.33904,6.357382551369048,12.476117134094238,79,149.0,885.5542546585613,8.814401048182471,8.459108200293924,30.696167001807513,2.0196574622256995,13.67541384070415,12.161357754454343
2004-08-20,-9.0377,-8.676225021563978,546.9,6.580000000000001,998.8291666666668,18.6375,0.0095833333333333,4.5,75.5,3.29575,3.1436963670773,11.869017601013184,79,150.0,899.8226290114297,8.747627093869074,8.794101533612267,29.851451899396487,1.959783777065964,14.097758511497124,11.933437800021705
2004-08-21,-10.5226,-9.938686023241594,582.1,5.441708333333334,999.6083333333332,17.604166666666668,0.01,0.0,64.70833333333333,2.54603,2.4812963496493143,11.186701774597168,79,151.0,905.642114906518,8.718701011273419,8.751808201396846,31.215114996540585,1.94718412414563,14.681597794558868,11.884003301179794
2004-08-22,-10.9467,-10.639170048738784,677.7,5.637791666666666,1006.125,14.2875,0.01,0.2,69.20833333333333,2.16176,3.876530259488773,10.965940475463867,79,152.0,917.9571704901351,8.691057745941565,8.790882864000073,32.50897134509339,2.0044049978265988,15.032713534628458,11.686370584859363
2004-08-23,-11.5132,-11.312847001126878,738.0,2.95025,1016.4541666666668,11.733333333333334,0.01,0.0,63.125,1.96707,3.990954372189521,10.5172119140625,79,153.0,907.3772850529618,8.711902864738223,8.719848296058977,32.83821069500423,2.0155288944241163,15.168972904485603,11.541579165013143
2004-08-24,-11.6184,-11.233160138967769,705.0,2.219375,1018.7541666666666,12.25,0.01,0.0,59.91666666666666,1.8123,13.694779033988455,10.284807205200195,79,154.0,883.7567146258742,8.810290537046734,8.504005265936957,33.685313362649374,1.982719354146037,15.076170423619873,11.452105414735954
2004-08-25,-11.6508,-10.476155924127148,361.1,6.948833333333333,1010.7666666666668,13.658333333333331,0.01,2.5,81.83333333333333,1.69872,26.909331966107096,10.237523078918455,79,155.0,898.4580497250942,8.877013062756069,8.71916008648144,33.56161765282841,1.9926339227775531,15.168282462490817,11.310190273009912
2004-08-26,-12.3769,-12.258054227630051,351.0,7.162916666666667,1003.5791666666668,13.625,0.01,20.15,97.29166666666669,2.51504,2.5611243543037063,9.773503303527832,79,156.0,898.0780474644281,8.944478552816634,9.12344284678292,33.665604499482995,1.9961677117034107,15.732879587830118,11.178599626750993
2004-08-27,-14.0936,-13.67286621954572,348.4,3.976125,1003.3958333333334,14.470833333333331,0.01,0.0,86.58333333333333,6.47284,2.862305631684084,8.87890625,79,157.0,892.9599942696861,8.889499852528456,9.031207352964453,33.97640656994604,1.9754913860936114,15.466346717389522,10.948589488610079
2004-08-28,-14.155,-13.742614220271552,625.9,5.428625,1001.7125,15.3875,0.01,0.8,76.66666666666667,4.297,8.743762978359793,8.525633811950684,79,158.0,916.5690029614074,8.877838419630084,9.339906881683802,32.86232783939345,1.9123043814736693,15.154549941741578,10.834291236303752
2004-08-29,-14.2127,-14.137754625570611,607.8,6.157291666666667,1009.2875,15.016666666666666,0.01,0.0,69.29166666666667,3.31424,4.424665440266825,8.323321342468262,79,159.0,931.9281730103951,8.863246869092626,9.146587985584004,32.90413188710208,1.8798440288414093,15.161614404393598,10.81821551537025
2004-08-30,-15.083,-14.765930939934988,649.0,3.51225,1010.15,15.295833333333334,0.01,0.1,79.54166666666667,2.77069,4.045498279528574,8.01672077178955,79,160.0,965.4340648212631,8.803530393707485,9.008307765449175,31.639738547031136,1.8771348159868548,15.645659652945964,10.787424490664167
2004-08-31,-15.1729,-14.237825434524591,550.4,5.6141250000000005,1007.3291666666668,16.054166666666667,0.01,4.199999999999999,81.875,2.8687,10.00709856213934,8.0010986328125,79,161.0,1010.0105456338333,8.773338282762463,9.126493374232883,30.49097451513387,1.8771646349912496,15.885975697146932,10.74457650432309
2004-09-01,-15.1997,-12.92027458922708,523.1,4.654625,1010.5,14.85,0.01,2.2,86.45833333333333,3.03658,3.595039241019809,8.113173484802246,79,162.0,1013.677424894262,8.709739938191817,8.854528595550622,30.51844826470202,1.9081505461925587,16.345018431493198,10.819739180286783
2004-09-02,-15.1752,-13.270395777332975,497.8,2.0305416666666667,1015.8818181818182,14.995833333333332,0.01,0.0,93.2373188405797,3.07817,5.419793847732486,8.117852210998535,79,163.0,988.7875899282016,8.733312097218706,8.231905101972016,30.513805345907194,1.859613367551668,15.631112510634617,10.84419829065028
2004-09-03,-14.8545,-13.127732531464064,312.8,2.5865416666666667,1024.430681818182,16.254166666666666,0.01,0.0,72.8876811594203,2.62936,44.74981803472216,8.08791732788086,79,164.0,963.0227861618771,8.891166867197393,8.336128692037036,30.39242563932876,1.8160480637761343,15.252219156134881,10.912698969251347
2004-09-04,-14.9174,-9.972797151702505,193.7,2.03375,1027.8875,16.454166666666666,0.01,0.0,76.70833333333333,2.36991,15.16501812434015,8.067252159118652,79,165.0,929.7136894442912,8.99764809757924,8.316303678882534,30.43918860180337,1.7657942654803256,14.908679323227798,10.902614027194103
2004-09-05,-14.9878,-9.750345945049968,590.7,4.534875,1026.2125,18.375,0.01,0.0,73.16666666666667,2.1973,21.099442213130416,7.974728584289551,79,166.0,917.1085929307441,9.078228666499408,8.59789626286703,29.35880399706371,1.6951508070436898,14.799619659876827,11.04036842302647
2004-09-06,-15.0191,-11.830679362110317,430.1,2.9077916666666668,1024.6208333333334,15.233333333333334,0.01,0.0,73.91666666666667,2.06594,4.447381019344316,8.007237434387207,79,167.0,895.0813277955216,9.11116313689088,8.760836835481532,29.27226305488855,1.6937883515002845,14.49095047223514,10.988821747431912
2004-09-07,-15.0249,-11.46267388257528,599.0,2.9464166666666665,1025.6041666666667,13.070833333333333,0.01,0.0,58.04166666666666,1.9555,10.302081799189573,8.0706205368042,79,168.0,854.4232561689098,9.155023756886278,8.70419769821491,30.269333210363197,1.679335333686961,14.32576102085363,11.122676414472034
2004-09-08,-14.9985,-11.880224344546948,461.6,3.913958333333333,1029.6125,9.9,0.01,0.0,60.79166666666666,1.85682,10.271380656824189,7.886882781982422,79,169.0,837.0423012459935,9.244443616013417,9.008574866698185,31.33807823537236,1.6240675584609527,13.940625665910526,10.9175074106295
2004-09-09,-14.0815,-13.23522085520498,515.6,2.907291666666667,1027.3041666666666,12.55,0.01,0.0,62.75,1.76574,6.975285845814766,7.616467475891113,79,170.0,823.3016885566776,9.272718337953537,9.374998984083273,32.40310462890214,1.6536155890251962,13.660694627636733,11.049879146512112
2004-09-10,-14.117,-13.599944896648273,604.0,3.764958333333333,1016.1083333333332,14.704166666666666,0.01,0.0,73.375,1.68029,12.161572921795884,7.389660835266113,79,171.0,847.6537055360794,9.200745046329105,9.349344800482195,32.29004669233741,1.6447926932968877,14.07193750687828,11.122670180551854
2004-09-11,-14.2768,-13.242035831802864,571.8,3.393708333333333,1007.2708333333334,15.9125,0.01,0.0,67.29166666666667,1.59949,6.831920027368593,7.319093704223633,79,172.0,877.1123398557862,9.098727889468236,9.417011348160035,33.334265406905295,1.7096904750301112,14.028968347985957,11.125550013701798
2004-09-12,-14.6041,-12.105984704872878,360.1,6.353000000000001,994.8875,15.904166666666669,0.01,1.2000000000000002,78.02083333333333,1.5228,7.588793133913422,7.364814758300781,79,173.0,891.8839415927788,9.155599830141108,9.61650825608202,33.53916250157578,1.7754732259476695,13.86985407732094,10.883615616528482
2004-09-13,-14.3995,-13.740979045610436,464.5,6.895458333333334,996.1458333333334,15.85,0.01,0.6000000000000001,74.375,1.80095,2.64166959923907,7.348771095275879,79,174.0,919.3696241849918,9.158144905019157,9.90262455865275,33.75200251367063,1.7967768379977616,13.59336632795027,10.865899442758389
2004-09-14,-15.3108,-15.170803118627632,533.7,7.30975,998.9166666666666,13.6875,0.01,2.9000000000000004,75.125,1.93824,2.651859413078557,7.085283279418945,79,175.0,962.3522637600801,9.116584101424557,9.980650889624082,32.955279974764736,1.8551651099992508,13.516656476329587,10.707728962555114
2004-09-15,-16.8279,-16.275964733257254,309.3,6.303,995.9,12.454166666666666,0.01,10.6,88.29166666666667,2.36493,2.7420583699961303,6.786770820617676,79,176.0,979.0398158879843,8.999905218633666,10.149101806653235,32.170462761648146,1.9069800691949623,13.683186581908917,10.785208708973839
2004-09-16,-17.2045,-17.182616942764657,512.6,4.017541666666667,1010.0333333333332,8.479166666666666,0.01,13.7,71.41666666666667,8.1494,3.639091555961424,6.47642993927002,79,177.0,1022.6058000369254,8.958902003199672,10.33093573581469,32.041514538272715,1.9537175202034116,14.077464469232682,10.397132924674853
2004-09-17,-17.6637,-17.263619976758278,421.6,5.823458333333334,1017.2666666666668,11.870833333333332,0.01,1.2000000000000002,77.625,5.12112,8.116609907903886,6.096342086791992,79,178.0,1026.4641371807236,8.977539846821573,10.389231277082798,32.140548173685325,2.0123804115431425,13.903673997823633,10.198896498479744
2004-09-18,-18.0292,-18.20205341103072,175.3,5.987041666666666,1011.825,12.645833333333334,0.01,3.6,92.08333333333331,3.966,3.717306158287312,5.79152774810791,79,179.0,1034.4643956255325,8.913930322344026,10.210589639694636,31.265160947282517,1.9923792239611822,14.579143734454915,9.967299682786159
2004-09-19,-18.819,-18.73691168628032,182.7,5.693708333333333,1005.4166666666666,13.054166666666667,0.01,3.8,90.375,4.09608,3.633694647126888,5.501401901245117,79,180.0,1041.8441173355711,8.71309638824895,11.015953748941042,32.455076406037605,1.9769811007690965,14.869199293272262,9.883195510225818
2004-09-20,-19.3113,-19.14277533901508,426.0,6.741833333333333,1002.1083333333332,11.683333333333332,0.01,6.1,87.25,4.19156,3.950131826941275,5.236406326293945,79,181.0,1052.409062718659,8.702121898207997,12.0215042756726,33.27041187507211,2.0033308326750983,15.006837098669587,9.76844251999272
2004-09-21,-19.7274,-20.16736092577175,506.3,4.810458333333333,986.0875,11.13125,0.01,7.5,93.91666666666669,6.31659,2.5622485402366144,4.96186637878418,79,182.0,1057.5882799386995,8.651251412404166,13.064422907823763,33.71684461494804,2.0508942607194927,15.084465950215776,9.49577831687854
2004-09-22,-20.6022,-20.31066967032308,242.3,1.840125,985.525,9.933333333333334,0.01,3.5000000000000004,96.58333333333331,5.51186,4.109526255803052,4.76783561706543,79,183.0,1053.4203821888757,8.637963277222473,13.672440684093898,35.04050124338853,2.0811458246796475,14.812416395450498,9.219621081438651
2004-09-23,-20.6325,-19.73883278256257,340.1,2.41525,986.5875,9.85,0.01,0.0,90.0,4.88451,27.14973534140943,4.644266128540039,79,184.0,1048.396444925587,8.631174097066419,13.632612320785674,35.65212212945482,2.051021844812762,14.055695325086246,9.221907274116536
2004-09-24,-20.691,-19.483275951857543,391.7,3.0560416666666668,991.2666666666668,10.3875,0.01,0.5,87.75,3.93089,14.274220244466267,4.48757266998291,79,185.0,1046.56948615404,8.72157296539154,14.582645393813518,37.060250338654576,2.0761390923530456,13.68921885208762,8.884133411319217
2004-09-25,-20.7419,-19.01010196774269,390.3,2.8382083333333337,1001.35,11.045833333333334,0.01,0.0,78.08333333333333,3.52399,5.251362414260535,4.373875617980957,79,186.0,1042.565955257968,8.919208479180382,16.438734451724972,38.81857818690724,2.1582130470841157,12.929892896170093,8.539540697615374
2004-09-26,-20.7915,-18.68243734769609,370.2,1.7205416666666666,1006.2875,10.441666666666666,0.01,0.7999999999999999,90.5,3.32794,8.936242157546186,4.271257400512695,79,187.0,1028.86815397049,8.953660878405204,16.65948114121564,39.5471052447805,2.1822115318697337,12.379032938272974,8.189207027571738
2004-09-27,-20.8557,-17.760777981900425,329.5,6.520833333333333,995.3916666666668,12.233333333333334,0.01,5.699999999999999,79.95833333333333,4.14317,17.064352776718053,4.171311378479004,79,188.0,1027.2435750996756,9.003346048801948,16.574326646701795,39.50559856310955,2.1759206189202964,12.286653673268203,7.96980634767184
2004-09-28,-21.4964,-20.975373945317973,237.3,3.609708333333333,999.5625,10.7375,0.01,0.0,69.5,3.5752,0.6250141001722542,3.9195728302001953,79,189.0,1045.9451530745062,9.16638078607636,17.707847354014262,40.68153065344676,2.244132400011399,12.268700255911492,7.596531311282152
2004-09-29,-21.6082,-21.233855127912783,319.9,2.997291666666667,1010.9708333333332,9.508333333333333,0.01,0.0,83.0,3.15934,0.1610023972288843,3.726801872253418,79,190.0,1059.5380181154499,9.300395238852284,19.69948505886951,41.20699710601116,2.3568507743301774,11.932898543291559,7.318656812597363
2004-09-30,-21.6936,-21.15053705039116,471.6,1.2585,1022.3,7.35,0.01,0.0,88.875,2.89969,0.464342846129649,3.582588195800781,79,191.0,1061.4071489424573,9.305131737747772,22.198104151117526,41.85621463279967,2.4907723064794802,12.024628904119911,6.955190000267786
2004-10-01,-21.7869,-20.724445140844665,454.8,1.16675,1026.4270833333333,6.229166666666667,0.01,0.15,93.375,2.71289,6.715234955891418,3.4790143966674805,79,192.0,1050.7032663823552,9.141577583882713,22.6393301848879,41.854571578702284,2.5771465535371507,12.082914028888066,6.751847044434264
2004-10-02,-22.034,-18.679005091884605,365.2,2.6197916666666665,1023.9708333333332,7.3,0.01,0.0,89.20833333333333,2.56182,11.613387530568186,3.401488304138184,79,193.0,1040.348485098569,9.01483886825657,22.127234183440777,41.5136411396738,2.5689280419375433,12.121573477192479,6.680317738233005
2004-10-03,-22.1797,-19.149090694744547,272.9,4.034208333333333,1019.8916666666668,9.508333333333333,0.01,1.3000000000000005,92.20833333333331,2.42985,2.4294291646486057,3.279014587402344,79,194.0,1042.5675213388042,9.006926809472867,23.165990263871713,40.95369607820583,2.6721317903071906,12.401946963787339,6.5093797230841535
2004-10-04,-21.221,-20.83052688972672,286.5,5.3669166666666674,1017.2541666666666,10.454166666666667,0.01,3.3000000000000003,94.29166666666669,2.61037,0.4935978462525552,3.100994110107422,79,195.0,1023.5372214453772,8.921899946078515,24.25840420554206,42.0992052177336,2.7785622512945105,12.364616522298475,6.217088208931983
2004-10-05,-23.06,-23.19020906619378,251.8,4.93025,1008.2166666666668,10.666666666666666,0.01,0.5,93.625,3.18015,0.0469170898447624,2.885009765625,79,196.0,1004.7960920228803,8.824047975379422,24.308938890220073,42.39922418890587,2.792228953492725,12.293501822565522,6.204499712155958
2004-10-06,-24.8743,-24.16033607548923,118.7,3.5054583333333333,1005.8375,8.766666666666667,0.01,7.299999999999999,97.83333333333331,2.71038,0.0089298058686058,2.7204904556274414,79,197.0,1010.8763986590568,8.746259510948276,23.50798397860718,41.94318261680761,2.780487475637309,13.127964227381968,6.204499712155958
2004-10-07,-24.6147,-24.224438267295707,309.6,4.726916666666667,1005.9291666666668,9.8375,0.01,0.2,93.08333333333331,4.29707,0.0252602568371222,2.546907424926758,79,198.0,1023.5077165839466,8.806166192028714,23.14759963211561,41.572254169606765,2.769477499651604,13.206268242460647,6.204499712155958
2004-10-08,-25.1534,-25.04845281708879,252.7,3.3657916666666665,1007.7,7.845833333333334,0.01,1.2000000000000002,96.625,3.3372,0.0143480778248759,2.3611745834350586,79,199.0,1042.64467066116,8.816480963647953,23.951001016059365,42.633259107753766,2.7945785448328637,13.54955161894249,6.204499712155958
2004-10-09,-25.5317,-25.08229452443043,429.8,2.6008333333333336,1016.0083333333332,5.720833333333334,0.01,0.0,81.29166666666667,3.04861,0.0274409018772693,2.201519012451172,79,200.0,1051.3170417311012,8.850754065351214,25.55255390617219,43.618767571138854,2.864598849605451,13.494591978453908,6.129924839343032
2004-10-10,-25.7663,-25.670167419919743,324.4,3.85875,1024.3,3.475,0.01,0.8999999999999999,87.0,2.66353,0.0604212525232823,1.9909324645996087,79,201.0,1051.3767890403963,8.91536964310073,25.605118179483465,44.040975065803465,2.911547823810015,13.493230394817683,6.129924839343032
2004-10-11,-26.4156,-26.1961161018119,240.3,1.8939583333333327,1033.6854166666667,2.1666666666666665,0.01,0.0,70.52083333333333,2.55545,0.0494836155797784,1.7632246017456057,79,202.0,1053.7997395933423,9.014052436880437,26.226287815470045,44.600448808768455,2.9356901407452662,13.36169022191837,6.1272272618905985
2004-10-12,-27.0455,-26.752308159279817,402.5,3.605041666666666,1035.0333333333333,3.704166666666667,0.01,0.0,75.70833333333333,2.34064,0.1416926604869192,1.4814338684082031,79,203.0,1035.658053356455,9.090446259701507,26.142851307824998,44.345598599260704,2.9685137030093713,13.417353047434704,6.103048293229058
2004-10-13,-27.7506,-27.71038031862387,378.0,4.363291666666666,1030.4166666666667,5.004166666666667,0.01,0.0,84.0,2.18766,0.0167109527034731,1.2183208465576172,79,204.0,1010.6888822286899,9.183694252631081,26.060311347303266,44.62912869376659,2.982447298645909,12.757545749568141,6.103048293229058
2004-10-14,-28.7026,-29.21052948360958,254.9,3.8824583333333336,1022.0520833333334,4.660416666666666,0.01,0.0,86.83333333333333,2.06484,0.0297705084849417,1.0004386901855469,79,205.0,989.3330747346928,9.162984382498868,26.011097778180602,44.63991555223312,2.9969721471816553,12.868848609212566,6.103048293229058
2004-10-15,-30.5464,-30.6984032550214,157.3,3.910083333333333,1015.4916666666668,6.533333333333334,0.01,0.0,91.45833333333331,1.95803,0.040936613814645,0.7497940063476562,79,206.0,978.2412746425483,9.20445990214032,26.170476075377003,43.97106742736071,2.996409764305242,12.732339983084525,6.103048293229058
2004-10-16,-36.8,-32.233647884254964,104.5,3.807625,1009.7041666666668,7.975,0.01,0.0,94.66666666666669,1.86082,0.0330922210818854,0.5150880813598633,79,207.0,984.1316963650299,9.192127481258657,25.678685520067365,43.3603882219203,2.9719855373434854,12.934059554415928,6.103048293229058
2004-10-17,-36.8,-34.167078018975616,30.48,7.957041666666666,1003.2,7.8,0.01,3.3000000000000007,99.16666666666669,2.22162,0.0389749696487618,0.3018922805786133,79,208.0,992.946914455392,9.144991423910344,25.545060291946694,43.58519299666832,2.896647720976175,13.607572751446563,6.103048293229058
2004-10-18,-36.8,-36.8,316.3,6.775041666666667,998.8333333333334,8.625,0.01,4.0,90.95833333333331,2.67913,0.0051498033456265,0.0325946807861328,79,209.0,998.399206552686,9.08801989253262,24.9996541996369,43.102553259954405,2.881242596336926,13.702139539021001,6.103048293229058
2004-10-19,-36.8,-36.8,71.0,5.064916666666667,1007.2041666666668,7.0875,0.01,3.5,98.54166666666669,3.24823,0.0038263787960341,-0.0031070709228515,79,210.0,1021.4499906880109,9.001500498666053,24.8335308731441,43.853046471561335,2.8139479300974846,14.365460642390161,6.103048293229058
2004-10-20,-36.8,-36.8,43.72,2.782208333333333,1017.0541666666668,4.766666666666667,0.01,0.6,95.75,2.88785,0.011355971371627,-0.0060644149780273,79,211.0,1021.0013618393451,8.86981385355235,25.151681824025907,45.12724241162369,2.768495653122568,14.591021910106795,6.103048293229058
2004-10-21,-36.8,-36.8,67.84,5.754083333333334,1007.1833333333334,6.829166666666667,0.01,8.8,97.54166666666669,2.47104,0.07411053930454,-0.0073928833007812,79,212.0,1038.8979092248005,8.833827254102154,25.06385528968482,45.41717358938324,2.7433618837230425,15.262218890425915,6.103048293229058
2004-10-22,-36.8,-36.8,210.4,7.157958333333333,1001.0833333333334,8.229166666666666,0.01,5.699999999999999,94.125,4.34055,0.0081630143461237,-0.0055179595947265,79,213.0,1049.0021644514484,8.838529649657046,24.763473859411484,45.572761371915625,2.7556995829296995,15.20579075681083,6.103048293229058
2004-10-23,-36.8,-36.8,98.9,2.4349166666666666,995.8833333333332,8.35,0.01,0.1,97.58333333333331,4.71813,0.0022123860447044,-0.0034542083740234,79,214.0,1052.8729177696687,8.830761970402623,24.941398060749147,46.503336779116225,2.767773224495863,15.748589626024069,6.103048293229058
2004-10-24,-36.8,-36.8,160.9,1.7842083333333332,1000.8625,6.458333333333333,0.0095833333333333,3.1,99.04166666666669,3.50555,0.0809019463175204,-0.0042095184326171,79,215.0,1050.3029055753939,8.848308837701437,25.321657268070137,47.395069948915115,2.7488192655826036,15.552790029987856,6.103048293229058
2004-10-25,-36.8,-36.8,73.8,3.63625,1001.55,8.237499999999999,0.01,2.2,99.29166666666669,3.6165,0.0831945067175467,-0.004150390625,79,216.0,1064.3179901338776,8.849124198279066,25.269561035540914,47.928848296578224,2.6874527625991607,16.183393752722914,6.103048293229058
2004-10-26,-36.8,-36.8,114.8,5.527583333333333,997.7041666666668,9.908333333333331,0.01,1.2999999999999998,95.08333333333331,3.44508,0.0112777216869551,-0.0038585662841796,79,217.0,1059.9840414550206,8.86727846808425,25.279951775439947,47.627914968038176,2.721111389702418,15.733805336573,6.103048293229058
2004-10-27,-36.8,-36.8,228.5,1.606625,1008.8041666666668,4.583333333333333,0.01,0.0,86.83333333333333,3.18305,0.0,-0.0021963119506835,79,218.0,1067.982195444954,8.962962642227591,25.578175513013587,47.301808316507206,2.7449776665916668,15.254110470664651,6.103048293229058
2004-10-28,-36.8,-36.8,264.6,1.4565416666666666,1014.275,1.2708333333333333,0.01,0.0,92.16666666666669,2.76493,0.1193942027114703,-0.0047550201416015,79,219.0,1045.6916509498071,8.936999760689657,26.28819151799083,47.827840345034346,2.7586492741668147,14.305283020566744,6.103048293229058
2004-10-29,-36.8,-36.8,238.8,3.82475,1013.5958333333332,3.841666666666667,0.0079166666666666,0.0,94.0,2.51482,0.1203603550392735,-0.0043249130249023,79,220.0,1037.379158680854,8.908371662736757,26.538738756324115,47.91657844933661,2.7471938188600933,14.261438783161372,6.103048293229058
2004-10-30,-36.8,-36.8,50.47,7.223833333333334,1015.2166666666668,4.720833333333333,0.0087499999999999,0.0,92.875,2.3423,0.0170037918582438,-0.0047664642333984,79,221.0,1025.4825121974843,8.860566999823691,26.100755038492885,47.519162395296895,2.736791950319815,13.61171504168467,6.103048293229058
2004-10-31,-36.8,-36.8,210.7,3.732083333333333,1011.3625,4.391666666666667,0.01,0.0,87.16666666666667,2.20712,0.0042471251456986,-0.0067052841186523,79,222.0,1019.4580487737716,8.93628487590888,25.794697519471498,46.70668602719898,2.794729592312835,13.046409967463257,6.103048293229058
2004-11-01,-36.8,-36.8,269.9,2.33425,1018.1208333333334,2.591666666666667,0.01,0.0,87.33333333333333,2.0913,0.0209394742546755,-0.00750732421875,79,223.0,990.8035106703526,8.95096907813591,26.36020437279142,47.04290243739528,2.8330278291470607,12.197585289339889,6.103048293229058
2004-11-02,-36.8,-36.8,265.9,2.4414166666666666,1027.6333333333334,1.8,0.01,0.0,87.125,1.98675,0.0478134665146481,-0.0052480697631835,79,224.0,965.7460349258146,8.937579838765144,26.872469014801624,47.84851203577489,2.8375069560521147,11.709700515098243,6.103048293229058
2004-11-03,-36.8,-36.8,256.1,4.270916666666667,1025.1708333333331,6.15,0.01,0.4,88.79166666666667,1.88972,0.0120453338288768,-0.00445556640625,79,225.0,963.9248306941679,8.874130485959386,26.137622672418924,47.4404741501839,2.842177742952695,11.883450645706498,6.103048293229058
2004-11-04,-36.8,-36.8,48.92,4.527,1013.1458333333334,7.454166666666667,0.01,3.0,99.25,2.45043,0.0091350742394234,-0.0031642913818359,79,226.0,974.899072873793,8.877276218891703,25.238729128756546,47.14715950396555,2.7849328390609203,12.739578592545286,6.103048293229058
2004-11-05,-36.8,-36.8,243.8,5.183208333333334,1001.7958333333332,7.045833333333333,0.01,0.1,89.0,2.09585,0.0107667792160956,-0.0042943954467773,79,227.0,987.0425200938134,8.8867319369746,24.975285851910968,47.44573145630857,2.767282068288359,12.715585086403772,6.103048293229058
2004-11-06,-36.8,-36.8,100.9,4.545833333333333,1006.025,4.716666666666667,0.01,4.699999999999999,90.79166666666669,1.94053,0.0086055950292147,-0.0037117004394531,79,228.0,1000.6469519699431,8.8811459154562,24.961472452697638,47.14704809154042,2.745132393863448,12.853126779525828,6.103048293229058
2004-11-07,-36.8,-36.8,61.73,2.887458333333333,1018.4666666666668,3.9,0.01,0.0,94.58333333333331,2.67191,0.013341741064842,-0.0067596435546875,79,229.0,987.2240033593708,8.788290435908356,24.838424759724997,47.87286082355886,2.685462247944135,12.623721349951499,6.103048293229058
2004-11-08,-36.8,-36.8,139.0,4.410666666666667,1019.4833333333332,4.875,0.01,0.0,94.875,2.19048,0.0318959320380613,-0.0077886581420898,79,230.0,999.4192697274706,8.76013700270803,24.190284848187595,47.21806117049313,2.637555723701522,13.1134545677955,6.103048293229058
2004-11-09,-36.8,-36.8,222.3,3.985791666666667,1022.6583333333332,2.4916666666666667,0.01,0.0,98.70833333333331,1.92894,0.0110659776595212,-0.0057411193847656,79,231.0,1005.1684010128876,8.74206752431884,23.35858266980187,46.18704983298117,2.575407322525034,13.939301049084767,6.103048293229058
2004-11-10,-36.8,-36.8,46.71,3.202541666666667,1019.8041666666668,4.441666666666666,0.01,0.1,99.20833333333331,1.76719,0.0221920306497573,-0.0065994262695312,79,232.0,1001.7973636788191,8.716121158880261,23.303909455823895,46.132745438252066,2.495614603906072,14.579431483798382,6.103048293229058
2004-11-11,-36.8,-36.8,203.4,6.095166666666667,1016.5791666666668,4.945833333333334,0.01,0.0,83.5,1.72708,0.0151130052800779,-0.0067863464355468,79,233.0,1002.4643817419454,8.802031072704322,23.22361283556094,45.8915216304055,2.521399932552763,13.933899685203414,6.103048293229058
2004-11-12,-36.8,-36.8,21.42,7.493291666666667,994.0291666666668,7.225,0.01,11.6,93.41666666666669,1.60349,0.0027475941524213,-0.0048141479492187,79,234.0,999.0209826309972,8.779166062237527,23.15603606028161,45.45267822900827,2.5015017953029024,14.041652824944576,6.109210426915148
2004-11-13,-36.8,-36.8,205.1,3.699625,1003.7916666666666,1.9791666666666667,0.01,0.0,82.79166666666667,4.25198,0.0021796833615416,-0.0039281845092773,79,235.0,998.7459933608343,8.872594748159852,23.226798388145777,45.54180103256741,2.5112753265043612,14.026019589231556,6.109210426915148
2004-11-14,-36.8,-36.8,183.6,4.644458333333334,1012.1666666666666,2.6625,0.01,0.0,77.0,2.99713,0.0117060659842597,-0.0085883140563964,79,236.0,1014.9327899801226,9.020782025990728,23.209923178461615,44.63768851724391,2.548540860384061,14.343804537102509,6.109210426915148
2004-11-15,-36.8,-36.8,41.96,6.660208333333333,995.1041666666666,8.525,0.01,0.0,66.375,2.38761,0.0069912635309906,-0.0074996948242187,79,237.0,1026.7391051357713,9.13560978086545,23.19033755278074,44.35348235940844,2.569160517083129,14.099362331378728,6.109210426915148
2004-11-16,-36.8,-36.8,190.5,3.84925,1003.6708333333332,1.3375,0.01,0.0,51.708333333333336,2.06675,0.0013554878452912,-0.0045676231384277,79,238.0,1045.8200449791832,9.233967359545089,23.53742134398964,44.304877158830884,2.6165068164299536,13.672475170560379,6.109210426915148
2004-11-17,-36.8,-36.8,182.1,3.372125,1003.8875,-2.4833333333333334,0.01,0.0,67.20833333333333,1.87629,0.0154180545945569,-0.0099663734436035,79,239.0,1056.8155617997672,9.35250350136686,23.736039390915696,44.098127987845416,2.681978848199204,12.919665168751377,6.109210426915148
2004-11-18,-36.8,-36.8,25.46,7.91025,984.3166666666666,-0.7083333333333334,0.01,23.000000000000004,99.375,1.74594,0.0221857468061024,-0.0113334655761718,79,240.0,1059.1794008590796,9.252683757208851,23.86621059285172,43.25235350806262,2.6647166391472297,13.81869133995313,6.115372560601237
2004-11-19,-36.8,-36.8,198.6,2.577,998.4541666666668,-7.483333333333333,0.01,0.4,93.4375,1.64444,0.0036311032216957,-0.0094614028930664,79,241.0,1047.943999098366,9.22205930119963,24.294320954123027,43.98849365251522,2.6792008391810027,13.575053944498134,6.109210426915148
