Date	NOX	NH4	PO4	TotP	Si	Chl	O2	SST	delT	U	AirT	Humidity	CC	Prec(mm/d)	swr(w/m2)	inflow(m3/s)	outflow(m3/s)	month	Ice_d	days from iceoff	MLD	W	thermD	YY
2008-07-07	0.014	0.429	0.194	0.469	27.5	1.913	280.39	17.919833333333333	3.699833333333333	4.132958333333333	12.2425	89.29166666666667	0.9625	6.800000000000001	236.4	0.217	-0.699	7	12	134.0	-9.741859587896569	4.83362117248788	-7.7227	2008
2008-07-14	0.143	0.786	0.097	0.813	31.0	11.336	293.595	19.16016666666667	5.143166666666669	3.263583333333333	17.672083333333337	76.33333333333333	0.7291666666666669	2.0	812.0	0.179	-0.741	7	12	141.0	-7.959489133824586	3.072725970093325	-9.8299	2008
2008-07-21	0.357	1.214	0.129	0.782	39.6	8.987	293.9075	19.414666666666665	4.748666666666665	3.674083333333334	16.813750000000002	87.45833333333333	0.9666666666666668	51.1	646.0	0.144	-0.894	7	12	148.0	-9.247226558777031	16.185420137404538	-13.4066	2008
2008-08-06	1.571	2.929	0.387	1.032	57.2	4.193	248.205	19.2455	1.6975000000000016	2.2285	14.302916666666668	88.58333333333333	0.5833333333333335	0.4000000000000001	701.0	0.61	-1.061	8	12	164.0	-11.60335540463994	3.649305765291855	-14.5	2008
2008-08-12	2.214	1.714	0.323	0.938	51.0	7.728	263.595	18.858166666666666	0.862166666666667	3.712416666666666	17.644166666666667	83.54166666666667	0.6541666666666668	6.900000000000003	665.9	2.1	-0.9	8	12	170.0	-10.72684829939874	5.972425190436243	-14.5	2008
2008-08-19	1.429	2.929	0.323	1.063	50.1	9.095	263.75	18.211166666666667	0.1311666666666688	4.849291666666666	17.000833333333336	80.875	0.5666666666666669	0.2	658.5	1.747	-0.813	8	12	177.0	-14.23288326227887	20.445054281877216	-15.0	2008
2008-08-26	0.214	0.571	0.484	1.157	31.2	10.816	283.51750000000004	18.04083333333333	0.3778333333333314	2.747791666666666	15.055	82.16666666666667	0.6458333333333334	3.0	613.2	1.562	-0.762	8	12	184.0	-15.16784703535363	5.892863428571872	-15.0	2008
2008-09-02	0.014	0.357	0.291	1.095	6.6	11.601	292.425	16.940166666666666	0.1671666666666666	3.1055000000000006	14.648749999999998	91.125	0.9416666666666668	0.5	313.4	1.404	-0.73	9	12	191.0	-21.0	3.693015216924869	-15.0	2008
2008-09-10	0.143	0.571	0.549	0.97	4.1	8.395	302.58000000000004	15.938	0.0860000000000003	3.9112916666666657	11.339583333333332	95.41666666666669	1.0	1.7999999999999996	97.3	1.1	-0.698	9	12	199.0	-21.0	0.0285462817122354	-15.0	2008
2008-09-16	0.143	0.571	0.323	1.282	6.7	9.116	288.595	14.5625	0.1144999999999996	2.997291666666668	9.091666666666669	77.5	1.0	0.0	227.5	1.26	-0.702	9	12	205.0	-21.0	0.1004111827641749	-15.0	2008
2008-09-24	0.214	0.714	0.581	1.251	6.3	4.354	274.61	13.797	0.4469999999999992	1.0690000000000002	10.622916666666663	92.29166666666669	0.5625	0.0	497.1	0.767	-0.673	9	12	213.0	-21.0	0.7546075306616782	-2.3234	2008
2008-10-01	0.143	0.007	0.452	1.314	13.4	2.239	305.0	12.809333333333331	0.1213333333333324	3.284291666666667	10.095416666666663	94.95833333333331	1.0	9.699999999999996	187.3	1.5950000000000002	-0.63	10	12	220.0	-21.0	0.4320754901254902	-15.0	2008
2008-10-07	0.643	1.143	0.84	1.408	16.9	2.158	289.065	11.826666666666668	0.1876666666666686	2.1187083333333327	7.495000000000001	90.08333333333331	0.125	0.0	428.4	2.217	-0.613	10	12	226.0	-21.0	0.0085998954057962	-15.0	2008
2008-10-14	1.143	2.357	0.872	1.47	21.8	2.18	304.065	11.117666666666668	0.1016666666666665	6.339916666666667	10.715000000000002	80.45833333333333	0.1874999999999999	0.0	378.3	2.309	-0.601	10	12	233.0	-21.0	0.0060299940955232	-15.0	2008
2008-10-29	2.143	2.786	0.775	1.251	28.9	1.632	330.705	8.45396	-0.0831199999999992	1.7914166666666664	2.34	97.625	0.4625000000000001	0.1	131.9	0.965	-1.441	10	12	248.0	-21.0	0.0297751556718325	-15.0	2008
2008-11-18	4.571	2.286	0.807	1.095	35.9	1.286	356.64250000000004	5.3267500000000005	-0.0617099999999997	5.955333333333333	2.4337500000000003	89.20833333333333	0.9083333333333332	8.699999999999998	55.58	2.742	-1.402	11	12	268.0	-21.0	0.003036377138658	-15.0	2008
2009-04-14	12.929	0.007	0.258	1.063	72.3	6.668	377.81500000000005	3.565105	0.313895	2.607333333333333	5.349583333333334	83.20833333333333	0.8999999999999999	0.0	674.4	1.536	-1.61	4	102	0.0	-21.0	0.0	-15.0	2009
2009-04-20	8.857	0.007	0.032	1.001	63.5	10.337	391.4075	4.356833333333333	0.0858333333333334	4.660583333333333	3.3541666666666665	53.04166666666666	0.2708333333333333	0.0	732.0	1.17	-1.511	4	102	6.0	-21.0	0.0	-15.0	2009
2009-04-27	2.786	0.5	0.003	0.813	44.0	13.552	454.69	6.569166666666667	0.7051666666666669	3.135500000000001	11.939583333333331	65.125	1.0	0.0	637.6	0.941	-1.385	4	102	13.0	-11.58962456188095	0.2294964329037876	-13.3796	2009
2009-05-04	0.357	0.571	0.003	0.813	51.0	7.63	439.22	9.523833333333334	2.9508333333333336	3.286041666666666	8.941666666666668	86.16666666666667	0.7208333333333335	1.8999999999999992	425.2	0.779	-1.243	5	102	20.0	-3.611332031556025	0.5284507698560802	-11.5741	2009
2009-05-11	0.429	0.571	0.003	0.563	53.3	5.948	373.2825	9.907	0.4719999999999995	4.842125	8.866666666666665	69.83333333333333	0.5375	0.0	811.0	0.73	-1.121	5	102	27.0	-14.1646439489692	1.4185506725265449	-15.0	2009
2009-05-18	0.357	1.143	0.003	0.469	54.4	3.401	342.19000000000005	10.595	0.604000000000001	2.179583333333333	8.196250000000001	85.125	0.7999999999999999	1.5	503.8	0.581	-1.003	5	102	34.0	-4.742854082579783	0.3799393541390219	-5.8294	2009
2009-05-25	0.214	1.429	0.003	0.407	49.3	1.509	270.1575	13.144	3.0920000000000005	3.6258749999999993	15.542083333333332	67.70833333333333	0.1875	0.0	788.0	0.46	-0.893	5	102	41.0	-7.543407886548708	1.8471122760620404	-10.6379	2009
2009-05-29	0.5	1.714	0.003	0.469	52.4	2.191	310.3125	13.479500000000002	1.9765000000000013	2.6551666666666662	13.190416666666664	67.16666666666667	0.5958333333333334	0.0	793.0	0.437	-0.837	5	102	45.0	-9.814798177975051	1.7125990423736956	-1.5	2009
2009-06-01	0.357	0.714	0.003	0.469	52.1	2.027	327.345	15.379666666666663	3.793666666666665	3.334958333333334	15.516666666666664	69.125	0.175	0.0	727.0	0.487	-0.801	6	102	48.0	-1.618245662340387	1.072880312697133	-3.0179	2009
2009-06-09	0.5	1.357	0.003	0.594	57.6	1.814	303.75	13.217666666666668	0.6276666666666681	3.528916666666666	10.452083333333333	80.375	1.0	0.5999999999999998	532.1	0.542	-0.722	6	102	56.0	-7.663533441844402	2.9956157898448894	-8.4326	2009
2009-06-15	0.929	1.714	0.097	0.657	60.0	2.029	295.3925	13.179	0.0660000000000007	7.313624999999999	10.269583333333337	89.58333333333333	0.9958333333333332	0.1	337.7	1.069	-0.701	6	102	62.0	-21.0	0.4323733767660505	-15.0	2009
2009-06-30	0.014	0.643	0.003	0.532	61.2	1.489	385.235	19.0525	6.149499999999998	2.7097916666666664	18.781666666666663	81.29166666666667	0.4583333333333334	0.0	780.0	0.961	-0.948	6	102	77.0	-2.094140660825885	1.5289986064192826	-2.7599	2009
2009-07-07	0.143	1.143	0.065	0.626	60.6	2.13	424.455	19.235000000000003	6.147000000000004	3.325875000000001	15.304166666666667	88.83333333333333	0.8750000000000001	3.0	384.3	0.519	-0.908	7	102	84.0	-4.706881343387824	5.828659573644265	-3.8273	2009
2009-07-15	0.786	1.0	0.097	0.97	64.3	5.395	282.4225	19.188666666666663	5.6836666666666655	2.4551666666666665	19.63083333333333	73.70833333333333	0.4791666666666667	0.0	828.0	1.347	-0.919	7	102	92.0	-3.750967422737597	6.526663370662852	-9.4142	2009
2009-07-22	1.214	1.429	0.161	0.876	68.3	5.49	256.5625	18.938333333333336	5.137333333333336	3.838333333333333	15.664166666666668	88.66666666666667	0.7791666666666668	0.1	632.3	0.718	-0.895	7	102	99.0	-9.140847089772198	1.8489336087789048	-11.3782	2009
2009-08-04	0.014	0.571	0.549	0.907	58.8	6.269	290.785	19.43733333333333	5.252333333333334	2.517916666666667	18.39916666666667	82.95833333333333	0.7666666666666666	0.0	714.0	0.426	-0.817	8	102	112.0	-5.732552478266002	6.226449026883606	-10.8371	2009
2009-08-10	0.014	0.286	0.003	0.688	51.4	4.6	307.97	21.077166666666667	6.649166666666666	3.384375000000001	19.160833333333336	83.66666666666667	0.6124999999999999	3.8	636.7	0.319	-0.751	8	102	118.0	-3.625283300246987	3.321604888455323	-10.6733	2009
2009-08-19	1.214	0.786	0.161	0.845	69.5	6.681	286.485	18.5315	2.4145000000000003	4.5320833333333335	13.176249999999998	81.75	0.2166666666666666	0.0	681.4	0.39	-0.695	8	102	127.0	-11.74870717484512	6.872050720664285	-14.5	2009
2009-08-24	1.714	0.643	0.226	0.813	73.9	6.608	385.23750000000007	18.151666666666667	0.5506666666666682	3.2411666666666665	15.499999999999998	81.5	0.1458333333333333	0.0	586.9	0.702	-0.689	8	102	132.0	-13.72578641693584	5.494565530864471	-14.5	2009
2009-09-01	0.929	0.857	0.323	0.845	73.9	6.956	367.2675	17.643666666666665	0.1806666666666636	4.87525	18.300000000000004	79.04166666666667	0.5208333333333333	0.6999999999999997	538.9	0.621	-0.668	9	102	140.0	-16.26232551215767	2.768243893026283	-15.0	2009
2009-09-08	0.929	0.857	0.42	1.001	77.7	7.412	369.5325	17.203	0.0880000000000009	4.848083333333332	16.45958333333333	81.83333333333333	0.9458333333333334	0.0	455.7	0.501	-0.64	9	102	147.0	-18.16750179813801	5.946800647747246	-15.0	2009
2009-09-15	0.5	0.929	0.387	1.001	67.8	7.805	319.375	17.0075	0.3475000000000001	1.9615416666666663	12.615	86.33333333333333	0.625	0.0	547.5	0.351	-0.614	9	102	154.0	-21.0	0.0120743189183782	-15.0	2009
2009-09-22	0.014	0.357	0.387	1.001	46.1	7.047	358.905	15.809999999999995	0.0719999999999974	6.0055416666666686	14.340416666666664	87.375	0.9083333333333332	0.0	214.6	0.266	-0.66	9	102	161.0	-21.0	0.1007343856457144	-15.0	2009
2009-09-30	0.014	0.429	0.517	1.126	36.0	5.282	293.985	13.857	0.0790000000000006	6.122333333333334	7.834583333333332	74.25	0.4875000000000001	0.0	476.2	0.211	-0.718	9	102	169.0	-21.0	0.0093292665739511	-15.0	2009
2009-10-12	0.014	0.571	0.613	1.063	29.3	4.065	307.265	10.462166666666668	0.0251666666666672	6.025625000000001	5.868333333333335	75.79166666666667	0.9208333333333334	6.0	201.4	0.237	-0.722	10	102	181.0	-21.0	0.0628308220386357	-15.0	2009
2009-10-28	0.714	2.286	0.678	1.001	31.6	1.738	328.67	7.89354	-0.0072900000000002	4.55775	5.207083333333332	90.5	0.9166666666666664	0.5999999999999998	97.7	1.037	-0.873	10	102	197.0	-21.0	0.003780906821623	-15.0	2009
2009-11-10	1.714	2.786	0.71	1.095	37.4	1.491	349.845	5.95523	-0.0380599999999997	4.392708333333332	2.5883333333333334	89.66666666666667	1.0	1.1000000000000003	43.63	0.852	-0.843	11	102	210.0	-21.0	0.0352725117136125	-15.0	2009
2009-11-24	3.214	2.714	0.646	1.032	43.3	0.922	362.5025	5.602895	0.0062750000000004	3.0018750000000005	6.257083333333333	96.125	0.975	0.4000000000000001	132.5	2.2670000000000003	-0.788	11	102	224.0	-21.0	0.0	-15.0	2009
2010-04-19	9.714	1.143	0.517	1.001	67.8	4.61	345.00250000000005	3.506165	0.1462050000000001	2.498708333333333	3.97	66.16666666666667	0.3083333333333332	0.0	708.0	8.538	-4.234	4	118	2.0	-21.0	0.0032668286709478	-15.0	2010
2010-04-21	7.786	0.571	0.323	0.97	65.5	5.68	356.095	3.60373	0.0189400000000001	3.766583333333333	1.9425	85.0	0.8958333333333335	9.199999999999996	375.0	7.256	-4.671	4	118	4.0	-21.0	0.0259864324386011	-15.0	2010
2010-04-28	2.429	0.643	0.003	1.282	64.5	12.143	403.675	5.10996	0.3558300000000001	3.256625	6.130416666666668	62.75	0.7625000000000001	2.100000000000001	704.0	3.98	-4.867	4	118	11.0	-21.0	0.0915153348569117	-15.0	2010
2010-05-03	0.014	1.214	0.032	0.876	49.8	17.909	435.39	6.772435	0.4740549999999999	2.033375	6.039583333333333	60.083333333333336	0.5833333333333334	0.0	682.3	2.325	-4.343	5	118	16.0	-21.0	0.0410110364988982	-14.5	2010
2010-05-10	0.014	1.714	0.003	0.719	52.4	8.176	418.5975	6.97381	0.0784400000000005	3.551250000000001	5.927083333333333	87.20833333333333	0.9666666666666668	0.0	183.1	1.462	-3.663	5	118	23.0	-21.0	0.045742962690311	-15.0	2010
2010-05-17	0.714	1.286	0.065	0.5	53.1	3.557	382.50250000000005	10.35075	3.12325	1.9238333333333333	13.792500000000004	75.04166666666667	0.5541666666666667	0.0	733.0	1.327	-3.103	5	118	30.0	-3.223099729404987	0.4857755138500159	-1.5	2010
2010-05-25	0.014	0.929	0.065	0.532	50.4	4.354	333.20500000000004	12.692	4.809	3.247291666666668	8.257500000000002	79.5	0.8541666666666669	0.0	686.1	1.323	-2.556	5	118	38.0	-7.001069128734489	1.109979313491928	-5.7378	2010
2010-05-31	0.014	0.571	0.065	0.438	53.2	3.269	328.0475	13.454499999999998	4.9804999999999975	2.759541666666667	12.178333333333333	72.75	0.5083333333333334	0.0	766.0	1.323	-2.233	5	118	44.0	-7.947610710236011	4.115444397206588	-7.2843	2010
2010-06-08	0.143	1.143	0.032	0.375	53.0	2.186	315.3125	15.609333333333334	6.351333333333335	2.988416666666668	13.695	65.125	0.7583333333333334	0.0	718.0	1.085	-1.855	6	118	52.0	-6.52553642097631	2.184546566841956	-7.9304	2010
2010-06-15	0.286	1.0	0.003	0.469	56.2	2.35	292.11249999999995	15.049666666666669	4.561666666666667	4.134208333333334	10.677500000000002	86.54166666666667	0.4666666666666665	0.2	452.1	0.899	-1.587	6	118	59.0	-9.561192911386536	10.903451560061187	-10.9904	2010
2010-06-22	0.014	0.929	0.032	0.407	57.7	1.562	292.97	16.266666666666666	5.8696666666666655	2.1126666666666667	15.63875	63.125	0.3124999999999999	0.0	745.0	0.692	-1.367	6	118	66.0	-6.660742244134032	5.718986946961398	-10.5319	2010
2010-06-29	0.014	0.007	0.097	0.813	56.1	2.22	289.3775	19.20683333333333	8.487833333333333	2.795875	19.825	69.66666666666667	0.3125	0.0	791.0	0.515	-1.168	6	118	73.0	-4.217496929510602	5.941109207899946	-4.9188	2010
2010-07-06	0.014	0.143	0.065	0.469	61.1	2.02	276.64	21.24683333333333	10.089833333333337	1.6194583333333332	18.517916666666665	70.95833333333333	0.5041666666666668	0.0	489.6	0.351	-1.25	7	118	80.0	-4.03860995181142	4.124465349063909	-5.6912	2010
2010-07-20	0.071	0.714	0.032	0.938	59.4	8.421	262.8925	22.734333333333336	10.499333333333336	5.631208333333333	21.819166666666664	68.45833333333333	0.3833333333333333	0.0	580.6	0.184	-0.834	7	118	94.0	-6.708448524280793	2.5493616444221274	-7.7829	2010
2010-07-26	0.5	0.786	0.194	0.782	60.6	6.151	253.75	20.335	7.8690000000000015	4.021791666666667	18.54041666666667	77.70833333333333	0.7250000000000001	0.0	686.5	0.27	-0.681	7	118	100.0	-9.041542692451086	6.27191235542827	-7.3891	2010
2010-08-03	0.286	0.714	0.003	0.97	60.1	19.313	263.6725	19.7315	7.0885	1.8594583333333328	16.96708333333333	89.58333333333333	0.9875000000000002	12.1	650.3	0.449	-0.557	8	118	108.0	-8.055151853255072	34.21073613002138	-9.3024	2010
2010-08-10	0.157	0.929	0.097	0.563	63.2	4.573	282.6575	20.087	7.227	4.2535	17.867500000000003	91.41666666666669	0.9333333333333332	0.0	278.5	0.757	-0.563	8	118	115.0	-4.678884180448893	10.63255405436276	-9.8884	2010
2010-08-18	0.5	0.643	0.032	0.532	68.5	4.337	253.3625	19.97433333333333	6.886333333333335	1.747	17.298750000000002	96.54166666666669	0.9333333333333332	21.60000000000001	177.9	0.501	-1.047	8	118	123.0	-8.620327892739597	5.213627940591	-10.0518	2010
2010-08-24	0.629	0.664	0.097	0.719	66.2	5.306	301.8775	19.166833333333333	5.730833333333333	4.231958333333334	16.239583333333336	87.375	0.541666666666667	1.8999999999999992	494.8	0.497	-0.998	8	118	129.0	-11.08758281395293	8.874081034762105	-9.7985	2010
2010-08-31	0.179	0.1	0.048	0.751	63.6	6.97	262.5775	17.560333333333332	4.062333333333333	1.4829583333333334	13.02	81.875	0.5875	0.0	572.8	0.401	-1.111	8	118	136.0	-12.13969679596691	29.3971055199461	-11.6444	2010
2010-09-07	0.014	0.007	0.097	0.845	53.5	7.42	277.42	16.18883333333333	1.862833333333331	1.3621666666666667	12.435833333333331	86.16666666666667	0.3041666666666666	0.1	574.6	0.3409999999999999	-1.046	9	118	143.0	-11.43338816924534	32.10005470443242	-14.5	2010
2010-09-21	1.0	2.071	0.452	0.907	54.8	3.121	262.26750000000004	14.745999999999997	0.0599999999999969	4.5179166666666655	12.355000000000002	94.75	0.975	5.400000000000002	175.3	0.775	-0.823	9	118	157.0	-21.0	0.03944416912828	-15.0	2010
2010-09-28	1.786	2.714	0.646	1.22	41.7	2.39	287.58000000000004	13.53	0.0389999999999997	7.482500000000001	9.57875	73.125	0.3666666666666665	0.0	492.1	0.799	-0.746	9	118	164.0	-21.0	0.0082670759673449	-15.0	2010
2010-10-12	5.0	0.586	0.872	1.345	58.6	1.778	413.595	10.833666666666666	0.0526666666666653	7.267875	6.607916666666664	65.625	0.6708333333333334	0.0	354.9	0.357	-0.97	10	118	178.0	-21.0	0.0107810686560402	-15.0	2010
2010-10-26	6.721	0.5	0.775	1.314	61.4	1.49	376.17	6.64567	-0.0145799999999995	3.4549583333333334	2.0733333333333337	91.75	0.2208333333333333	0.0	316.9	0.4669999999999999	-0.733	10	118	192.0	-21.0	0.0122849068073795	-15.0	2010
2010-11-16	7.5	0.429	0.807	1.533	64.8	1.549	366.6425	4.01196	-0.0207499999999996	4.165041666666666	0.4400000000000001	93.29166666666669	0.629166666666667	0.0	185.7	1.744	-0.517	11	118	213.0	-21.0	0.008254427100819	-15.0	2010
2011-04-05	10.793	0.714	0.84	1.251	61.6	1.548	389.61	1.918725	-1.490105	5.177291666666668	5.7875000000000005	79.66666666666667	0.6916666666666668	0.6999999999999997	478.7	3.649	-2.097	4	142	-14.0	-21.0	0.005689402271492	-14.5	2011
2011-04-12	7.579	0.007	0.484	1.095	71.9	5.092	384.2975	2.74198	-0.5596000000000001	1.716458333333333	2.265416666666667	95.66666666666669	0.9291666666666668	0.1	189.9	10.333	-3.625	4	142	-7.0	-21.0	0.0224127541135738	-14.5	2011
2011-04-20	3.693	0.007	0.139	1.032	73.3	10.399	384.2975	3.805375	0.2466249999999998	3.0573750000000004	8.680416666666668	64.0	0.8291666666666669	0.6999999999999997	663.7	3.811	-5.143	4	142	1.0	-21.0	0.1777120897055975	-15.0	2011
2011-04-26	0.071	0.007	0.01	1.001	66.8	26.546	465.3125	8.222475	3.385554999999999	3.8870833333333343	8.876249999999997	72.83333333333333	0.5416666666666666	0.0	642.6	1.829	-4.316	4	142	7.0	-1.255987217404699	0.0858163936308286	-14.5	2011
2011-05-03	0.014	0.143	0.045	0.97	54.2	9.299	450.55	6.88002	0.0630199999999998	5.276333333333334	3.0654166666666662	85.58333333333333	0.8833333333333333	2.5	400.5	1.177	-3.463	5	142	14.0	-21.0	0.0018969886895366	-15.0	2011
2011-05-10	0.014	0.307	0.032	0.563	50.8	3.239	429.925	9.160415	2.1627050000000008	1.205875	15.265833333333331	66.625	0.0249999999999999	0.0	736.0	1.116	-2.821	5	142	21.0	-1.093913441892686	0.1342300162823889	-14.5	2011
2011-05-18	0.357	1.071	0.003	0.438	51.2	2.02	371.095	11.1246	3.4516800000000005	4.223875	11.873333333333331	66.08333333333333	0.3916666666666666	0.0	737.0	1.08	-2.263	5	142	29.0	-5.238638618717443	0.5031704655389919	-1.5	2011
2011-05-24	0.5	0.286	0.039	0.563	53.8	1.956	334.3	12.2727	0.2802000000000006	6.885666666666668	13.41375	62.208333333333336	0.5291666666666667	1.1999999999999995	531.0	1.004	-1.933	5	142	35.0	-13.12533449919291	0.9601920121527726	-15.0	2011
2011-05-31	0.286	0.643	0.058	0.532	51.0	2.821	331.64	13.021499999999998	0.4664999999999981	4.121416666666666	16.16166666666667	74.54166666666667	0.4833333333333333	0.0	788.0	0.791	-1.613	5	142	42.0	-20.61183153683167	2.391332904939897	-1.5	2011
2011-06-08	0.071	0.286	0.01	0.407	51.2	1.5	312.0325	15.762666666666666	2.966666666666667	2.751958333333333	18.38833333333333	74.29166666666667	0.5166666666666667	0.0	758.0	0.526	-1.31	6	142	50.0	-3.69799817890648	0.439655275032089	-13.3457	2011
2011-06-14	0.214	1.0	0.048	0.719	53.2	1.996	294.455	18.54533333333333	5.213333333333335	4.15175	12.060833333333337	90.33333333333331	0.6375000000000001	0.5999999999999998	546.5	0.378	-1.158	6	142	56.0	-6.058053389070066	1.0843525117650028	-9.449	2011
2011-06-21	0.286	1.714	0.136	0.563	56.2	1.779	279.765	17.084666666666667	3.246666666666668	5.156541666666667	15.15416666666667	79.20833333333333	0.775	7.599999999999997	679.3	0.422	-0.989	6	142	63.0	-9.114350708442812	1.85046330098528	-12.929	2011
2011-06-28	0.536	0.179	0.019	0.5	57.5	3.102	296.7975	18.43433333333333	4.375333333333332	2.0506666666666664	20.026666666666664	67.95833333333333	0.0375	0.0	812.0	0.5640000000000001	-0.867	6	142	70.0	-4.165227255749363	4.761564321659307	-10.4957	2011
2011-07-05	0.107	1.143	0.052	0.469	58.2	2.523	288.2025	19.556	5.329000000000001	2.4316250000000004	16.02	92.125	0.9624999999999998	0.0	308.1	0.43	-0.755	7	142	77.0	-7.515614395645591	2.67877755358406	-6.4293	2011
2011-07-12	0.093	0.714	0.036	0.5	51.4	8.776	287.2675	21.284333333333336	7.135333333333337	4.615708333333333	17.779999999999998	76.5	0.3625	3.5	790.0	0.329	-0.701	7	142	84.0	-3.154608311108056	3.887834725385009	-8.4711	2011
2011-07-19	0.45	5.286	0.036	0.688	56.5	8.593	270.47	20.17383333333333	5.44783333333333	2.5915000000000004	18.78	78.54166666666667	0.3791666666666666	0.0	795.0	0.231	-0.801	7	142	91.0	-7.396723571709656	3.030625456337442	-8.6195	2011
2011-07-26	0.643	1.357	0.09	0.563	62.8	4.686	262.8925	19.9635	5.297499999999999	1.250875	19.425	86.5	0.8458333333333338	0.0	473.1	0.1709999999999999	-0.764	7	142	98.0	-7.884919934812258	11.590321367927425	-9.5463	2011
2011-08-09	0.221	0.5	0.071	0.813	62.2	7.671	261.955	20.551666666666662	5.561666666666666	1.7572083333333328	16.448750000000004	84.29166666666667	0.5666666666666668	0.1	720.0	0.183	-1.081	8	142	112.0	-9.5794554168497	3.3537688899367386	-9.5004	2011
2011-08-16	0.129	0.714	0.187	0.782	49.5	11.724	283.2825	19.252666666666663	3.9576666666666656	3.161083333333333	17.75916666666667	87.70833333333333	0.9125	0.0	283.9	0.223	-0.927	8	142	119.0	-10.56048860784199	6.812008363736009	-11.745	2011
2011-08-23	0.121	0.521	0.255	0.907	33.6	7.042	262.815	19.013166666666667	3.686166666666667	2.322625	15.976666666666668	87.45833333333333	0.4999999999999997	0.0	650.8	0.319	-0.942	8	142	126.0	-10.12271636414977	18.65376490530868	-11.4246	2011
2011-08-30	0.05	0.171	0.484	1.001	23.7	5.224	256.875	18.83	3.5000000000000018	1.6548333333333332	13.945416666666665	87.125	0.6833333333333335	0.0	533.7	0.227	-0.724	8	142	133.0	-11.08665549680901	11.804284921022496	-11.5098	2011
2011-09-06	0.243	8.071	0.84	1.282	27.3	3.618	256.1725	18.075	1.8099999999999987	4.961666666666668	16.28208333333334	84.16666666666667	0.5708333333333333	0.4000000000000001	477.3	0.19	-0.768	9	142	140.0	-12.95844983610484	2.75307067713784	-14.5	2011
2011-09-13	0.571	2.571	1.259	1.752	33.2	3.633	256.72	17.104	0.0060000000000002	6.739333333333335	14.835	89.54166666666667	0.7791666666666665	1.6000000000000003	282.8	0.477	-0.64	9	142	147.0	-12.13727383013341	4.54490788190852	-15.0	2011
2011-09-27	2.143	2.857	1.679	2.002	45.6	3.548	286.565	14.445833333333333	0.060833333333333	5.345666666666666	12.870833333333332	57.3625	0.4791666666666667	0.0	407.4	0.5680000000000001	-0.6	9	142	161.0	-21.0	0.2169851699911228	-15.0	2011
2011-10-04	4.143	2.5	1.647	2.033	45.0	3.15	288.44	14.1125	0.0134999999999987	7.472125000000001	13.1225	52.51666666666666	0.6625000000000001	0.0	463.2	0.43	-0.714	10	142	168.0	-21.0	0.0200584654650795	-15.0	2011
2011-10-12	5.929	0.286	1.614	2.002	43.0	3.097	301.7975	11.774166666666666	0.0371666666666659	5.800875	6.021666666666666	54.270833333333336	0.4583333333333334	0.1	409.9	0.507	-0.532	10	142	176.0	-21.0	0.011678721441774	-15.0	2011
2011-10-25	7.0	0.643	1.582	1.877	54.6	1.885	317.6575	9.013166666666663	0.0601666666666655	1.7105	5.78625	58.24583333333332	0.4124999999999999	0.0	252.0	0.47	-0.468	10	142	189.0	-21.0	0.0288706599110491	-15.0	2011
2011-11-15	8.714	1.071	1.582	1.877	66.3	1.195	340.315	7.081085	-0.0530850000000002	4.126708333333334	4.511666666666666	56.24166666666665	0.5958333333333333	0.0	199.4	0.2319999999999999	-0.306	11	142	210.0	-21.0	0.0028037177884414	-15.0	2011
2011-11-29	9.857	2.5	1.518	1.877	69.8	1.425	366.0175	4.97321	-0.0642500000000003	3.967875000000001	5.315416666666666	94.45833333333331	0.7958333333333334	0.2	59.85	0.584	-0.266	11	142	224.0	-21.0	0.0006064282832021	-15.0	2011
2012-04-03	10.457	0.771	0.962	1.501	75.3	6.473	415.1575	2.103815	0.072645	3.976958333333336	-0.199583333333333	69.20833333333333	0.3583333333333333	0.0	599.2	1.34	-2.127	4	79	7.0	-21.0	0.0004815421990603	-15.0	2012
2012-04-10	4.636	0.6	0.536	1.464	60.3	19.152	465.235	2.773	0.1314200000000003	6.913791666666666	3.8241666666666654	86.0	0.9875000000000002	5.200000000000002	443.9	1.866	-1.908	4	79	14.0	-21.0	0.0013532391439725	-15.0	2012
2012-04-17	0.007	0.314	0.245	1.22	34.0	17.045	467.89	3.4648950000000003	0.1501050000000003	2.573916666666667	2.5508333333333337	88.375	0.8416666666666668	1.1999999999999995	485.3	4.226	-1.878	4	79	21.0	-21.0	0.0060517241808832	-15.0	2012
2012-04-24	0.152	0.479	0.094	0.843	32.7	8.444	372.265	4.51154	0.3735400000000002	2.349416666666667	6.819583333333334	82.83333333333333	0.2208333333333332	0.8000000000000003	676.0	4.208	-2.197	4	79	28.0	-21.0	0.1016234790398423	-15.0	2012
2012-05-09	0.023	0.371	0.024	0.571	12.3	5.185	396.3275	7.916875	0.7056250000000004	4.195708333333333	9.297916666666667	79.29166666666667	0.895833333333333	3.0	324.5	1.412	-2.355	5	79	43.0	-9.192159831153246	0.5631218408633303	-14.5	2012
2012-05-15	0.014	0.5	0.071	0.504	5.3	3.537	385.7825	9.836833333333333	0.2898333333333323	4.392708333333333	11.2575	67.41666666666667	0.4083333333333334	0.0	622.6	1.276	-2.224	5	79	49.0	-19.59847161667264	1.1093994007728825	-15.0	2012
