Date	thermD	U	AirT	Prec	RelHum	swr	CC	MLD	W	delT	Ice_d	day_from_iceoff	NOX-N	PO4-P	Tot-P	NH4-N	Si	Chl
1993-11-21	-17.8	6.623881981134628	-4.185	1.3	84.125	21.0	0.92875	-18.0	0.0029959247860385	-0.0086333751678466	113.0	252.0	245.4297637939453	16.918466567993164	65.08515167236328	54.516178131103516	1.2276040315628052	3.695695638656616
1993-11-22	-17.8	6.387195106470837	-1.3725	1.64	88.25	9.938	0.97375	-18.0	0.000693407781055	-0.005575492978096	113.0	253.0	235.97064208984375	16.950809478759766	64.09458923339844	53.77339553833008	1.2205747365951538	3.9603683948516846
1993-11-23	-17.8	7.293258364964523	0.0525	2.1	87.25	10.271	0.97625	-18.0	0.0002092757127873	-0.0013449927791953	113.0	254.0	230.62701416015625	17.150466918945312	62.82155227661133	53.148345947265625	1.218604564666748	4.363461494445801
1993-11-24	-17.8	4.389361295009218	-1.785	0.87	84.875	15.625	0.7775	-18.0	0.001177240422	-0.0007023736834526	113.0	255.0	226.2047119140625	17.118928909301758	61.333274841308594	52.89687728881836	1.21991765499115	4.845394611358643
1993-11-25	-17.8	0.3081731706768128	-7.1475	0.02	90.875	24.354	0.5775	-18.0	0.0	-0.0020559281110763	113.0	256.0	226.69915771484375	16.76358413696289	61.46876525878906	52.975433349609375	1.2249037027359009	5.471496105194092
1993-11-26	-17.8	1.5788348650983104	-4.8975	0.02	92.125	12.312	0.885	-18.0	0.0307605168417717	5.80325722694397e-05	113.0	257.0	224.9163360595703	16.481096267700195	60.023799896240234	52.464168548583984	1.2182257175445557	6.017086505889893
1993-11-27	-17.8	1.3050671977430894	-2.76	4.77	95.375	8.833	0.89625	-18.0	0.0282982883969945	0.0013084635138511	113.0	258.0	216.93386840820312	16.374610900878906	59.12859344482422	52.086341857910156	1.2084190845489502	6.401693820953369
1993-11-28	-17.8	4.517191553526373	-3.5225	0.16	92.875	11.167	0.865	-18.0	0.0016494633334298	-0.0006537586450576	113.0	259.0	219.00537109375	16.127578735351562	58.42985916137695	51.63030242919922	1.202366590499878	6.506155490875244
1993-11-29	-17.8	3.4182100807659554	-2.91	0.0	89.875	8.958	0.935	-18.0	0.0018796874920938	5.833804607391357e-05	113.0	260.0	221.7286376953125	15.977272987365723	57.89194107055664	51.32138442993164	1.1956360340118408	6.397905349731445
1993-11-30	-17.8	4.150368253616178	-2.535	0.19	87.5	6.917	0.9975	-18.0	0.0027064737202837	0.0002936944365501	113.0	261.0	223.2736358642578	15.988405227661133	57.0328369140625	50.93503189086914	1.1873834133148193	6.209671974182129
1994-03-01	-17.8	4.878462432275666	-10.46	0.02	75.625	99.011	0.21875	-18.0	0.0005393515059173	-0.0006150603294372	103.0	-5.0	294.9762878417969	15.941913604736328	48.97650146484375	49.82869338989258	1.2769593000411987	4.57238245010376
1994-03-02	-17.8	5.052424077856093	-10.3975	0.03	76.375	95.549	0.49	-18.0	0.0003839759561469	-9.59932804107666e-05	103.0	-4.0	347.34326171875	14.97065258026123	48.295997619628906	47.13763427734375	1.3861382007598877	4.936051845550537
1994-03-03	-17.8	2.8864871058953305	-5.6225	1.57	84.875	34.184	0.98125	-18.0	0.0018650014868265	0.0027090907096862	103.0	-3.0	330.9849548339844	13.444531440734863	50.48099899291992	44.973697662353516	1.4393482208251953	6.5031843185424805
1994-03-04	-17.8	2.7904037566273447	-2.1725	0.83	89.375	30.071	0.995	-18.0	0.0018133785208756	0.0026667565107345	103.0	-2.0	339.99676513671875	12.569836616516113	56.63192367553711	42.189971923828125	1.4364674091339111	9.689682006835938
1994-03-05	-17.8	9.564284351494887	0.765	0.16	85.5	44.481	0.95875	-18.0	0.0012330298217809	0.0008339919149875	103.0	-1.0	415.7670593261719	12.2230224609375	61.66239929199219	39.96162414550781	1.5546046495437622	15.78720474243164
1994-03-06	-17.8	8.039331269802545	1.765	4.51	83.25	80.69	0.68875	-18.0	0.0002578769030677	0.0008160769939422	103.0	0.0	474.2057189941406	12.629697799682617	65.28510284423828	34.19162368774414	1.6710838079452515	19.52840232849121
1994-03-07	-17.8	3.5489484578181747	1.9275	1.12	88.0	60.075	0.82375	-18.0	0.0003058387184963	0.0016905888915061	103.0	1.0	467.1798400878906	14.524364471435547	67.77839660644531	28.883974075317383	1.773454189300537	20.71525001525879
1994-03-08	-17.8	8.107718086991246	2.665	2.73	92.0	36.81	0.9075	-18.0	0.0011352151914557	0.0021430999040603	103.0	2.0	478.697998046875	16.99197769165039	67.21554565429688	25.593202590942383	1.920090913772583	20.725027084350586
1994-03-09	-17.8	8.708452476258337	4.7525	2.73	74.125	119.368	0.47625	-18.0	0.0002823382399876	0.0029469728469848	103.0	3.0	527.2686767578125	16.35438346862793	66.37944793701172	26.674278259277344	1.9953458309173584	21.15936279296875
1994-03-10	-17.8	8.683867316034947	3.515	0.09	69.75	94.552	0.55	-18.0	0.0002650291448208	0.0024374127388	103.0	4.0	531.3610229492188	16.237857818603516	66.91474151611328	28.638778686523438	2.226464033126831	22.74094009399414
1994-03-11	-17.8	9.467046959057509	3.3025	0.31	75.375	48.349	0.73875	-18.0	0.0001209010774028	0.0010516643524169	103.0	5.0	521.9629516601562	16.671871185302734	67.73401641845703	28.588571548461914	2.692335844039917	22.542808532714844
1994-03-12	-17.8	8.311248143517615	2.7775	0.76	82.25	58.762	0.89125	-18.0	0.0003810210515271	0.0010848045349121	103.0	6.0	531.8841552734375	16.88809585571289	67.66925811767578	27.98114776611328	3.3115053176879883	21.964984893798828
1994-03-13	-17.8	5.882411050379342	1.1525	3.26	83.625	59.084	0.885	-18.0	0.0006006772860392	0.0004887580871582	103.0	7.0	547.4185791015625	16.849994659423828	67.97085571289062	28.18665885925293	3.404533863067627	21.549165725708008
1994-03-14	-17.8	5.631346766649164	0.49	4.27	90.25	78.038	0.86875	-18.0	0.0008977640311788	-0.0003559589385986	103.0	8.0	566.4949951171875	16.50663948059082	67.64292907714844	28.175296783447266	3.5372512340545654	21.604034423828125
1994-03-15	-17.8	5.917761533088335	1.015	0.18	71.125	135.47	0.39625	-18.0	0.0005923462372647	-0.0006932020187377	103.0	9.0	643.2176513671875	16.84086036682129	67.57592010498047	29.619050979614258	3.66858172416687	22.940176010131836
1994-03-16	-17.8	6.9721770721203	1.315	0.01	71.5	120.955	0.525	-18.0	0.000473899191385	-0.0006852149963378	103.0	10.0	712.0938110351562	17.318771362304688	67.15550994873047	30.432031631469727	3.823009967803955	24.205461502075195
1994-03-17	-17.8	2.2404610295651204	-0.2225	0.12	78.125	111.267	0.57	-18.0	0.0014595371364469	-0.0017313361167907	103.0	11.0	710.4794921875	16.50787925720215	66.9634017944336	32.08393096923828	3.956376791000366	25.411983489990234
1994-03-18	-17.8	2.356610549337756	-1.835	0.09	65.625	126.302	0.43625	-18.0	0.0278395445021951	-0.0110514163970947	103.0	12.0	748.2702026367188	16.539417266845703	65.74324035644531	33.35722351074219	4.056713104248047	26.124597549438477
1994-03-19	-17.8	2.885654848773498	-2.5475	1.16	72.25	60.369	0.7625	-18.0	0.1101417284573816	-0.0604506134986877	103.0	13.0	739.8644409179688	16.816936492919922	63.08253479003906	32.04301834106445	4.137706279754639	26.589630126953125
1994-03-20	-17.8	2.05291570470514	-2.6225	0.15	61.375	132.859	0.43125	-18.0	0.1901076242901136	-0.0864210724830627	103.0	14.0	762.5276489257812	17.00084114074707	62.72579574584961	31.47887420654297	4.220500469207764	26.823450088500977
1994-03-21	-17.8	2.813463446092733	-2.21	0.01	59.375	154.433	0.26875	-18.0	0.1979975468364465	-0.0842073261737823	103.0	15.0	777.1004638671875	16.91620635986328	63.989540100097656	30.7589054107666	4.275309085845947	26.680086135864258
1994-03-22	-17.8	5.149761220192641	-1.6225	0.05	63.0	78.289	0.6825	-18.0	0.0560685399240808	-0.0968629419803619	103.0	16.0	743.1666259765625	17.269948959350586	67.35164642333984	30.361560821533203	4.296231746673584	26.18175506591797
1994-03-23	-17.8	7.28527501411237	2.59	6.33	90.75	45.45	0.975	-18.0	0.0007565350782116	-0.0008705705404281	103.0	17.0	666.9122924804688	16.767108917236328	65.08889770507812	30.663482666015625	4.2024006843566895	25.013845443725586
1994-03-24	-17.8	7.626004467650476	2.29	8.4	80.75	102.256	0.855	-18.0	0.0007154140939181	0.0027425587177276	103.0	18.0	656.9166870117188	16.730497360229492	63.9036865234375	30.77437973022461	4.144721031188965	24.981197357177734
1994-03-25	-17.8	2.3133608195113013	0.3525	0.03	66.625	164.925	0.2925	-18.0	0.0	0.0013343393802642	103.0	19.0	714.83154296875	16.726348876953125	62.97838592529297	31.007951736450195	4.113299369812012	25.46192741394043
1994-03-26	-17.8	3.313344055199369	-2.8225	0.14	66.75	107.114	0.6325	-18.0	0.0091653657870942	-0.0060733258724212	103.0	20.0	795.552001953125	17.079669952392578	64.89958953857422	31.077342987060547	4.142313480377197	26.00227928161621
1994-03-27	-17.8	2.642453065453576	-1.4225	0.0	62.625	168.663	0.29	-18.0	0.0233944629253219	-0.0110343396663665	103.0	21.0	815.169189453125	17.410568237304688	65.15482330322266	30.880455017089844	4.193946838378906	26.255126953125
1994-03-28	-17.8	4.802154017014136	1.2775	0.0	63.0	164.466	0.45	-18.0	0.0048646712960316	-0.0069660246372222	103.0	22.0	842.427001953125	17.442935943603516	65.09917449951172	30.96914291381836	4.22844934463501	26.506357192993164
1994-03-29	-17.8	9.311200328770722	2.865	6.02	84.25	59.022	0.7775	-18.0	0.0005835129537806	0.0014899671077728	103.0	23.0	779.7786254882812	17.252952575683594	64.00904846191406	31.037155151367188	4.235592842102051	26.21303367614746
1994-03-30	-17.8	6.056949037314496	4.5275	0.0	65.0	164.492	0.48	-18.0	0.0005175055363397	0.003186285495758	103.0	24.0	772.3331909179688	17.67498207092285	64.2235336303711	31.2509765625	4.264935493469238	26.419523239135742
1994-03-31	-17.8	7.158438911959087	4.29	0.48	70.625	111.94	0.6825	-18.0	0.0009125267417099	0.0041534304618835	103.0	25.0	782.8882446289062	18.25231170654297	66.7840805053711	30.857051849365234	4.298838138580322	26.287721633911133
1994-04-01	-17.8	7.648636954753768	4.4275	4.92	85.75	118.502	0.81625	-18.0	0.000365030193554	0.0041048526763916	103.0	26.0	795.3180541992188	18.708511352539062	67.73090362548828	30.964462280273438	4.307247638702393	26.925813674926758
1994-04-02	-17.8	7.559188376158515	6.465	1.3	77.625	123.546	0.8125	-18.0	0.0006973730910886	0.0056365728378295	103.0	27.0	810.6873168945312	17.888877868652344	67.1852798461914	31.028369903564453	4.316483020782471	27.45540428161621
1994-04-03	-17.8	3.2280901498602854	4.1775	0.3	76.375	155.857	0.5575	-18.0	0.0	0.0062241554260253	103.0	28.0	835.0413208007812	18.307334899902344	67.15504455566406	30.9881649017334	4.318455696105957	27.744722366333008
1994-04-04	-17.8	6.798806478437962	3.9525	0.03	68.25	180.98	0.47	-18.0	0.0	0.0041515827178955	103.0	29.0	817.82177734375	17.233797073364258	66.20069122314453	31.0732421875	4.314562797546387	27.50519371032715
1994-04-05	-17.8	4.597849403865355	2.34	10.32	87.375	65.344	0.8225	-18.0	0.0006249854372382	0.0015668869018554	103.0	30.0	725.0160522460938	16.543502807617188	65.38104248046875	31.446073532104492	4.300444602966309	25.96249008178711
1994-04-06	-17.8	5.253161919858363	3.5775	1.36	77.875	173.976	0.46125	-18.0	0.0	0.0016090869903564	103.0	31.0	749.290283203125	16.963542938232422	65.29981231689453	31.116628646850586	4.273985385894775	24.945932388305664
1994-04-07	-17.8	3.034032035200848	2.215	0.13	79.25	132.058	0.7075	-18.0	0.0023766925701227	0.0029795169830322	103.0	32.0	754.43994140625	16.40974998474121	65.19034576416016	31.150047302246094	4.282566547393799	25.407142639160156
1994-04-08	-17.8	4.043864662207429	3.94	0.01	62.25	209.98	0.24375	-18.0	0.0015752609403439	0.0031557083129882	103.0	33.0	775.3389892578125	17.34235191345215	63.309871673583984	30.907209396362305	4.203115463256836	25.78341293334961
1994-04-09	-17.8	1.8295544624989983	3.54	0.0	61.875	208.569	0.21125	-18.0	0.0	0.005688190460205	103.0	34.0	764.3445434570312	18.81464195251465	60.95363235473633	30.6094913482666	4.137026786804199	25.923383712768555
1994-04-10	-17.8	2.3009054773338686	4.5025	0.0	59.875	215.219	0.33125	-18.0	0.0069770720101981	0.0076749324798583	103.0	35.0	761.8770141601562	20.075687408447266	59.27657699584961	30.065101623535156	4.074569225311279	25.902917861938477
1994-04-11	-17.8	1.8866989194092407	4.8525	0.03	57.75	218.005	0.16	-18.0	0.0069256756170585	0.0099456310272216	103.0	36.0	754.2219848632812	20.63479995727539	58.260066986083984	29.42613983154297	4.023850440979004	25.723451614379883
1994-04-12	-17.8	1.8570703153758072	5.8275	0.0	54.375	221.061	0.09875	-18.0	0.0043102016053474	0.0127267837524414	103.0	37.0	706.1040649414062	20.86744499206543	58.25019454956055	28.494840621948242	3.961318016052246	24.49132537841797
1994-04-13	-17.8	4.978698727139954	6.415	0.1	61.0	160.392	0.57875	-18.0	0.001663798697089	0.0089819431304931	103.0	38.0	706.1438598632812	23.811063766479492	67.63834381103516	30.611263275146484	4.022130012512207	23.736553192138672
1994-04-14	-17.8	6.91030944043029	3.8025	8.74	87.0	63.999	0.98625	-18.0	0.0005615451335743	0.001838207244873	103.0	39.0	717.1159057617188	23.510202407836914	70.76837158203125	31.089096069335938	4.095181941986084	23.061830520629883
1994-04-15	-17.8	5.608927175717295	3.8275	0.23	75.5	78.107	0.91375	-18.0	0.0007732277461466	-0.0003771781921386	103.0	40.0	685.8342895507812	23.735136032104492	74.32730102539062	31.10321617126465	4.146728038787842	23.13875389099121
1994-04-16	-17.8	4.070225970769314	6.365	0.03	56.125	163.986	0.63125	-18.0	0.0008702754532025	0.0018162727355957	103.0	41.0	687.5707397460938	22.281076431274414	72.89203643798828	31.105344772338867	4.1460161209106445	23.94476890563965
1994-04-17	-17.8	3.7352275700417503	4.0275	0.58	62.25	210.263	0.61875	-18.0	0.0019875576258057	0.0054812431335449	103.0	42.0	702.5064697265625	20.893896102905273	67.63130187988281	29.717287063598633	4.058751583099365	24.3197021484375
1994-04-18	-17.8	4.720901082552991	2.69	0.01	54.875	203.662	0.4375	-18.0	0.0005532634162882	0.001772403717041	103.0	43.0	700.4857177734375	20.16901397705078	62.68276596069336	29.08123779296875	4.004643440246582	24.394935607910156
1994-04-19	-17.8	2.123640189921541	2.5775	0.0	52.25	158.278	0.74875	-18.0	0.0008778921228697	0.0002970695495605	103.0	44.0	694.7149658203125	19.688331604003906	62.15740966796875	29.845014572143555	4.05174446105957	24.882741928100586
1994-04-20	-17.8	2.439862476913402	3.8025	0.0	57.125	179.108	0.56875	-18.0	0.002859170903229	0.0057716369628906	103.0	45.0	671.666748046875	19.431482315063477	60.379615783691406	30.274179458618164	4.054675102233887	24.93256378173828
1994-04-21	-17.8	4.6119760034338855	5.49	0.03	63.0	171.087	0.68875	-18.0	0.0007870783920921	0.0043315887451171	103.0	46.0	669.4511108398438	19.55829429626465	63.46778869628906	30.883216857910156	4.057811737060547	25.0091609954834
1994-04-22	-17.8	4.50187569415516	7.515	0.25	68.5	210.405	0.6275	-18.0	0.0014620631417267	0.0076470375061035	103.0	47.0	673.9312133789062	21.489227294921875	67.2302474975586	29.625	3.902571678161621	23.32431411743164
1994-04-23	-17.8	4.162337881602718	9.965	0.03	58.875	251.254	0.23625	-18.0	0.0032698311998332	0.0258331298828125	103.0	48.0	689.3380737304688	26.038389205932617	74.7790756225586	29.64341926574707	3.707399606704712	21.485300064086914
1994-04-24	-17.8	2.9945357137000386	10.6525	0.0	56.875	255.305	0.26125	-18.0	0.0340807367847086	0.0939397811889648	103.0	49.0	653.126953125	25.60984992980957	75.4332504272461	27.975629806518555	3.465290069580078	20.211578369140625
1994-04-25	-2.005	3.771058631621232	11.265	0.0	52.625	257.75	0.3475	-18.0	0.0960336203786352	0.2329277992248535	103.0	50.0	619.5427856445312	26.36683464050293	75.20389556884766	26.967281341552734	3.2452895641326904	19.344079971313477
1994-04-26	-3.0268	1.491683717314096	8.6025	4.22	83.75	99.287	0.86125	-3.596180820788325	0.0567377734221359	1.0936121940612793	103.0	51.0	631.5389404296875	26.375411987304688	76.53072357177734	29.058517456054688	3.457097053527832	20.685546875
1994-04-27	-2.9398	4.234429981192864	11.665	0.02	60.5	247.098	0.63875	-3.5440715958469804	0.0552240696874343	1.271428108215332	103.0	52.0	593.1307373046875	27.733726501464844	75.78340148925781	27.64519691467285	3.282355546951294	20.798620223999023
1994-04-28	-5.9849	6.833246877628892	12.6025	0.04	69.625	113.834	0.94	-18.0	0.1401823199062378	0.646873950958252	103.0	53.0	597.1077880859375	27.061695098876953	76.0516357421875	29.609359741210938	3.4150478839874268	22.39228630065918
1994-04-29	-12.968	7.384955833060209	13.2275	0.04	64.375	173.197	0.82125	-18.0	0.1774637984995188	1.163443088531494	103.0	54.0	562.3947143554688	25.77718162536621	74.51732635498047	29.853208541870117	3.244300603866577	22.513883590698242
1994-04-30	-15.0644	0.7866356864044498	6.965	6.52	84.25	81.656	0.97	-15.14986443756893	0.5180583745248443	1.2770137786865234	103.0	55.0	561.2001342773438	23.4183292388916	73.71698760986328	30.48198699951172	3.3584234714508057	22.347665786743164
1994-05-01	-14.9697	5.071888901706149	5.5775	1.17	54.0	271.452	0.35625	-18.0	0.6800096681390598	0.4069027900695801	103.0	56.0	549.8893432617188	21.656736373901367	66.35260772705078	26.03324317932129	3.1611626148223877	21.119888305664062
1994-05-02	-17.8	1.8521155555877176	5.8525	0.02	49.375	265.487	0.33875	-18.0	0.0463242765103106	0.050811767578125	103.0	57.0	529.328125	20.342069625854492	59.27847671508789	23.15265655517578	2.9759137630462646	20.083675384521484
1994-05-03	-17.8	4.63370738616769	7.19	0.0	54.875	200.999	0.70125	-18.0	0.0737310419060617	0.0452404022216796	103.0	58.0	526.662109375	20.251806259155273	59.44696044921875	23.975481033325195	2.929288148880005	19.396976470947266
1994-05-04	-17.8	4.647491805062705	8.6525	0.0	52.5	281.753	0.2775	-18.0	0.0033015373506449	0.0042581558227539	103.0	59.0	502.59490966796875	18.248775482177734	58.53795623779297	21.95568084716797	2.726527452468872	19.352874755859375
1994-05-05	-17.8	1.834962959435421	7.19	0.0	51.125	284.395	0.07875	-18.0	0.1037660544074969	0.0604400634765625	103.0	60.0	538.12158203125	18.260976791381836	56.594058990478516	22.228721618652344	2.6811723709106445	19.173648834228516
1994-05-06	-17.8	1.390124910080026	9.14	0.0	53.625	281.091	0.24875	-18.0	0.9255550986787212	0.1310787200927734	103.0	61.0	545.4752807617188	20.50722885131836	58.678775787353516	24.1689395904541	2.5783162117004395	19.588977813720703
1994-05-07	-2.9335	3.30958273663388	11.3275	0.0	51.75	270.848	0.4175	-3.1349528850379267	0.0848007691650358	0.8229122161865234	103.0	62.0	520.1536254882812	20.112028121948242	58.50571060180664	25.417415618896484	2.610654830932617	19.640169143676758
1994-05-08	-4.9608	4.400919736969763	12.115	0.0	50.25	293.165	0.18875	-5.438806415896874	0.0816588509333505	1.0061779022216797	103.0	63.0	389.313232421875	15.620837211608887	59.80649185180664	23.130115509033203	2.1880815029144287	18.506155014038086
1994-05-09	-6.0021	2.627258700861032	12.015	0.0	50.375	293.007	0.17875	-6.0495323755677415	0.1730074063889224	1.332977294921875	103.0	64.0	362.2688293457031	11.12109661102295	51.30183029174805	19.578641891479492	2.0883119106292725	16.67278480529785
1994-05-10	-0.98795	1.3058511651888205	13.99	0.0	47.875	296.098	0.32625	-4.483800603835999	0.6334579547469715	1.7437095642089844	103.0	65.0	353.1125183105469	8.511595726013184	45.695438385009766	16.381555557250977	2.016937494277954	15.42039680480957
1994-05-11	-0.9838	1.9114854335045297	13.6775	0.0	50.25	299.258	0.17625	-0.8947270919585018	0.0755877655112066	3.227633476257324	103.0	66.0	326.7721252441406	6.33731746673584	40.78756332397461	14.03752326965332	1.8720937967300415	14.01928424835205
1994-05-12	-2.0069	3.5518438213482866	11.215	0.0	48.5	288.513	0.51375	-2.5835920423255248	0.2078827424236352	3.0903196334838867	103.0	67.0	277.2957763671875	4.683769226074219	38.60329818725586	13.45672607421875	1.8028558492660522	12.75332260131836
1994-05-13	-3.1789	1.0750089025794158	7.6275	0.0	61.75	260.792	0.4575	-3.161066387068386	0.4400528802257376	2.9354915618896484	103.0	68.0	233.74525451660156	4.062068462371826	36.72509765625	14.63300895690918	1.773331642150879	12.492810249328613
1994-05-14	-3.9732	5.055597532067797	12.74	0.0	53.0	306.092	0.1975	-4.274946121720751	0.3857784246792777	2.697268486022949	103.0	69.0	207.29074096679688	4.44455099105835	34.224876403808594	14.16477108001709	1.8289974927902222	15.070077896118164
1994-05-15	-5.7726	2.4405919492000296	10.5025	0.04	62.0	290.533	0.47875	-5.552184604353065	0.3179089143196178	2.6625890731811523	103.0	70.0	208.776611328125	4.624175548553467	36.88133239746094	12.892229080200195	2.0097343921661377	18.2335205078125
1994-05-16	-5.9666	1.7163934981888622	9.165	0.35	58.375	252.595	0.7425	-4.972887145335206	1.289412091563486	2.7464399337768555	103.0	71.0	212.7890167236328	4.73694372177124	37.85259246826172	13.428363800048828	2.0397353172302246	20.73758316040039
1994-05-17	-5.9783	2.3464738338888416	7.715	1.78	69.5	208.264	0.82	-3.570540990365818	0.7167338492552645	2.848531723022461	103.0	72.0	225.2947998046875	5.465874671936035	40.120155334472656	16.266481399536133	2.062100648880005	21.658721923828125
1994-05-18	-4.971	2.913291000419457	7.8275	0.05	58.625	284.318	0.64625	-4.9376210193542205	0.7573523953006462	2.6163578033447266	103.0	73.0	203.99755859375	5.28873348236084	39.93763732910156	16.989425659179688	2.098921775817871	21.747610092163086
1994-05-19	-5.9431	2.48156972121478	8.04	0.2	51.375	312.015	0.32875	-5.593695958499295	0.8799051822306869	2.428812026977539	103.0	74.0	180.35145568847656	6.834187984466553	39.62511444091797	15.062423706054688	2.01564884185791	22.59383773803711
1994-05-20	-6.9957	5.587783619759269	8.74	0.04	50.5	295.75	0.3925	-8.070558833811669	0.4569139205642852	2.1027603149414062	103.0	75.0	177.3939208984375	7.740757465362549	39.9265022277832	13.735147476196289	1.7678121328353882	23.007551193237305
1994-05-21	-9.9796	3.3911680440705085	8.315	0.05	58.75	292.051	0.3775	-10.178285193965182	0.5158557349267323	1.752328872680664	103.0	76.0	177.35891723632812	8.392171859741211	40.90807342529297	14.359783172607422	1.5178422927856445	23.03064727783203
1994-05-22	-10.885	2.2618166267681827	9.19	0.0	54.0	313.051	0.28125	-10.17407627740694	1.758735993050858	1.5658807754516602	103.0	77.0	202.0143280029297	7.479223251342773	39.084190368652344	13.672538757324219	1.5325894355773926	23.658113479614258
1994-05-23	-10.9463	1.25929543793345	10.3275	0.54	59.625	277.828	0.48875	-8.505201455866418	3.215215122546262	1.5369482040405271	103.0	78.0	246.29437255859375	5.547122478485107	36.75300979614258	16.331979751586914	1.5659832954406738	23.081113815307617
1994-05-24	-2.0028	2.242346009205537	10.64	0.17	59.625	299.675	0.45	-2.204823083082568	0.2854088305462018	1.9990663528442385	103.0	79.0	238.8922576904297	3.838671922683716	37.79026412963867	19.719642639160156	1.4773341417312622	22.649089813232422
1994-05-25	-3.974	4.430720966304468	12.54	0.28	60.125	247.509	0.7125	-4.840927552382757	0.2325426580463875	1.8158817291259768	103.0	80.0	206.7709503173828	2.8721721172332764	37.74417495727539	18.713451385498047	1.395238995552063	21.930574417114258
1994-05-26	-6.0126	1.9602122413784688	7.24	8.43	82.5	166.348	0.73375	-6.1696122050754765	0.6124442295332122	1.685441970825195	103.0	81.0	229.72486877441406	4.6923604011535645	40.92586135864258	20.9548397064209	1.4102199077606201	20.295194625854492
1994-05-27	-6.9519	2.9783269212764405	8.79	0.06	52.125	310.006	0.355	-6.560232777222387	0.9365366013127358	1.431318283081055	103.0	82.0	200.020751953125	5.180030822753906	41.563167572021484	17.45182228088379	1.5124034881591797	19.98147201538086
1994-05-28	-9.9753	1.3265658495246286	8.315	0.49	64.0	209.489	0.705	-7.261551620077756	1.3795271786812824	1.234217643737793	103.0	83.0	168.81982421875	5.289674282073975	40.94635009765625	18.912357330322266	1.701615571975708	20.73166847229004
1994-05-29	-9.9872	1.988709734036116	7.49	6.25	83.75	155.471	0.88625	-6.383836874301544	1.59440099474846	1.1382856369018557	103.0	84.0	122.47185516357422	7.2590179443359375	39.44403839111328	21.215076446533203	1.7993595600128174	22.130733489990234
1994-05-30	-9.9963	2.6787642906758333	9.665	0.06	56.625	308.283	0.42375	-6.693616192906235	0.7892651989975243	1.001081466674805	103.0	85.0	97.55997467041016	7.419180393218994	42.88225173950195	17.456315994262695	1.665033221244812	22.35403060913086
1994-05-31	-10.9563	7.085909681588173	10.915	1.36	70.0	200.828	0.7425	-12.110915492457488	0.302173150026198	0.7782783508300781	103.0	86.0	134.7602996826172	6.734848976135254	40.37445068359375	20.779611587524414	1.5314898490905762	21.880239486694336
1994-06-01	-14.9036	3.4736171371676816	12.8275	0.56	52.25	329.428	0.415	-14.681180979207523	0.3089515366629342	0.5851936340332031	103.0	87.0	150.8061981201172	7.777113914489746	41.54634475708008	18.604583740234375	1.2574048042297363	21.09601402282715
1994-06-02	-15.01	3.7581312884530793	14.3775	0.07	64.5	232.252	0.78875	-14.89955305054922	0.4515008581942861	0.3883171081542969	103.0	88.0	168.6311798095703	7.390056133270264	38.004695892333984	23.792510986328125	0.8979604840278625	20.952058792114258
1994-06-03	-7.9832	2.368439788394461	11.59	4.55	86.75	111.273	0.9475	-8.086776479976747	0.3992344460595953	0.5328330993652344	103.0	89.0	169.72055053710938	7.865435600280762	39.976158142089844	19.798538208007812	0.6009488701820374	20.823713302612305
1994-06-04	-9.9669	2.8383683968523186	11.64	4.22	86.625	165.679	0.8975	-7.135505872935505	0.4482370773615776	0.5672588348388672	103.0	90.0	232.80032348632812	8.29991626739502	38.76617431640625	19.656877517700195	0.42468276619911194	19.76094627380371
1994-06-05	-9.9676	5.47728052532687	11.765	4.08	79.75	247.469	0.7125	-10.369877113659772	0.2380507991856527	0.5518684387207031	103.0	91.0	200.74700927734375	5.617189884185791	39.05599594116211	21.0239315032959	0.39822453260421753	17.094057083129883
1994-06-06	-12.9464	4.884427183022591	11.69	2.67	79.375	211.861	0.70125	-13.517268603337977	0.2599905667641824	0.5295286178588867	103.0	92.0	99.905517578125	6.477895259857178	40.8693962097168	15.302529335021973	0.41842398047447205	15.635765075683594
1994-06-07	-17.8	6.131846333130421	12.265	1.3	74.0	197.694	0.6975	-18.0	0.2251676866503828	0.29351806640625	103.0	93.0	126.741455078125	7.020298004150391	36.04673767089844	16.003679275512695	0.6608762145042419	18.067211151123047
1994-06-08	-17.8	7.251909770019205	13.465	0.1	58.5	341.964	0.23	-18.0	0.0006887466547187	0.000802993774414	103.0	94.0	85.30187225341797	7.4417243003845215	38.12679672241211	20.018177032470703	0.7495280504226685	18.46110725402832
1994-06-09	-17.8	4.084949366653765	10.6775	0.17	74.25	165.882	0.78125	-18.0	0.0	0.0005521774291992	103.0	95.0	201.440673828125	8.636529922485352	34.68762969970703	22.171865463256836	0.7321340441703796	19.49903678894043
1994-06-10	-17.8	2.320744088649156	11.8775	1.12	66.875	303.913	0.45125	-18.0	0.1078252096510054	0.0301666259765625	103.0	96.0	281.00537109375	7.103031635284424	32.93593215942383	22.400537490844727	0.733924388885498	19.2639102935791
1994-06-11	-17.8	2.5843194522446327	13.9275	0.0	58.25	343.792	0.19875	-18.0	0.7350836857576019	0.1222867965698242	103.0	97.0	225.57139587402344	4.976058006286621	31.088600158691406	13.759834289550781	0.64048832654953	21.03961753845215
